Distance_(microns)	DAPI	XIST
0	2442	406
0.2082	2026.462	347.413
0.4164	2180.994	354.248
0.6246	2121.04	410.994
0.8327	1766.71	422.845
1.0409	1618.852	431.7
1.2491	1655.192	470.945
1.4573	1628.375	472.772
1.6655	1670.044	446.493
1.8737	1912.251	382.421
2.0818	1880.674	405.121
2.29	2081.435	366.639
2.4982	2017.396	372.535
2.7064	1802.538	336.849
2.9146	1796.893	347.038
3.1228	1575.169	344.456
3.331	1553.808	366.295
3.5391	1629.145	394.992
3.7473	1806.556	440.392
3.9555	1603.308	379.833
4.1637	2012.868	428.307
4.3719	2796.844	464.213
4.5801	3554.18	422.833
4.7882	2744.426	373.948
4.9964	1885.508	439.198
5.2046	1848.575	421.283
5.4128	1760.828	424.523
5.621	1514.463	482.645
5.8292	1574.873	531.475
6.0374	1922.613	545.478
6.2455	1701.814	529.544
6.4537	1689.979	490.877
6.6619	1526.001	460.817
6.8701	1631.972	439.854
7.0783	1902.813	380.155
7.2865	2050.75	409.77
7.4946	2117.326	417.262
7.7028	2105.719	427.019
7.911	2147.792	486.647
8.1192	2328.538	651.603
8.3274	2173.566	691.823
8.5356	2176.642	958.886
8.7438	2114.44	1384.846
8.9519	2364.354	1526.878
9.1601	2364.811	1556.974
9.3683	2151.545	1685.791
9.5765	2286.605	1532.215
9.7847	2481.833	1238.755
9.9929	3317.397	925.207
10.201	2878.351	719.492
10.4092	2516.55	524.137
10.6174	2340.271	428.252
10.8256	2184.547	359.809
11.0338	1849.251	337.132
11.242	1915.065	326.356
11.4502	2117.871	301.733
11.6583	2294.4	287.838
11.8665	2100.95	317.141
12.0747	1917.988	326.328
12.2829	1677.986	338.087
12.4911	1675.857	375.661
12.6993	1841	424
