Distance_(microns)	DAPI	XIST
0	755	413
0.20818	651.114	367.201
0.41637	599.232	362.812
0.62455	619.778	343.042
0.83274	599.975	358.185
1.04092	649.846	374.876
1.24911	610.222	335.889
1.45729	699.068	332.523
1.66548	1121.062	391.037
1.87366	1766.562	380
2.08185	1926.991	367.525
2.29003	2044.285	370.085
2.49821	1974.222	458.667
2.7064	1818.315	767.967
2.91458	2095.142	964.716
3.12277	2102.861	1847.778
3.33095	2300.556	2461.519
3.53914	2238.266	2288.161
3.74732	2018.25	1636
3.95551	1900.901	1202.401
4.16369	1764.123	679.654
4.37188	1730.597	517.431
4.58006	1696.377	601.321
4.78824	1690.317	589.345
4.99643	1646.667	507.556
5.20461	1508.117	473.262
5.4128	1613.052	493.022
5.62098	1671.438	441.938
5.82917	1898.975	482.235
6.03735	1968.516	496.871
6.24554	2045.139	508.139
6.45372	1930.539	471.92
6.66191	1792.519	470.358
6.87009	1945.965	469.514
7.07827	2153.521	478.494
7.28646	1899.667	507.938
7.49464	1967	562
