Distance_(microns)	DAPI	XIST
0	1441	346
0.2082	1420.894	360.207
0.4164	1477.97	349.899
0.6246	1452.182	329.455
0.8327	1652.535	368.152
1.0409	1595.636	418.359
1.2491	1448.273	352
1.4573	1637.167	337.677
1.6655	1501.343	336.051
1.8737	1423.182	413.409
2.0818	1607.424	394.99
2.29	1585.889	380.167
2.4982	1540.909	401.909
2.7064	1526.242	408.126
2.9146	1477.929	416.97
3.1228	1346.636	408.409
3.331	1499.444	454.313
3.5391	1477.838	501.621
3.7473	1345.364	463.545
3.9555	1526.54	491.677
4.1637	1579.657	522.02
4.3719	1724.045	576.182
4.5801	1527.333	664.667
4.7882	1562.212	771.727
4.9964	2158.636	1129.091
5.2046	2185.03	1799.561
5.4128	2406.384	2441.252
5.621	2342.045	2821.5
5.8292	2320.939	3078.202
6.0374	2276.045	2720.808
6.2455	1945.455	2019.636
6.4537	1814.273	1202.879
6.6619	1650.596	738.424
6.8701	1913.5	600.5
7.0783	1701.818	474.657
7.2865	1709.601	358.672
7.4946	1696.182	333.636
7.7028	1707.636	308.434
7.911	1601.727	340.636
8.1192	1896.864	384.091
8.3274	1761.293	386.576
8.5356	1798.182	390.404
8.7438	1597.273	330.636
8.9519	1969.141	402.111
9.1601	1850.333	491
9.3683	1594.818	519.591
9.5765	1690.475	389.444
9.7847	1882.096	355.253
9.9929	1773.364	379.091
10.201	1839.662	349.232
10.4092	1861.697	357.051
10.6174	1684.545	478.409
10.8256	1645.515	398.838
11.0338	1774.318	374.04
11.242	2401.545	363
11.4502	3692.611	388.056
11.6583	2941.566	355.444
11.8665	2119.727	351.773
12.0747	2123.505	377.758
12.2829	2105.263	376.101
12.4911	2119.182	389.545
12.6993	1785.808	394.434
12.9074	1856.263	427.626
13.1156	1687.364	443.591
13.3238	1638.273	434.222
13.532	1589.838	416.581
13.7402	2130	440
