Distance_(microns)	DAPI	XIST
0	1191	310
0.2082	2321.463	272.444
0.4164	2257.444	313.741
0.6246	2087.111	333
0.8327	2264.519	348.667
1.0409	2362.315	398.722
1.2491	2391.667	374
1.4573	2353.241	386.5
1.6655	1919.074	352.815
1.8737	1933.667	342.667
2.0818	1888.333	295.333
2.29	1992.574	336.537
2.4982	2608.667	432.444
2.7064	1859.963	334.426
2.9146	1899.667	370.63
3.1228	1986.944	311.111
3.331	2012.815	374.407
3.5391	2018.259	419.778
3.7473	2295.333	368.333
3.9555	2215.019	384.074
4.1637	2074	388.296
4.3719	2369.222	395.667
4.5801	2498.741	425
4.7882	2229.167	367.056
4.9964	2206.556	389
5.2046	2015.759	425
5.4128	2042.815	418.519
5.621	2168	411.5
5.8292	2116.593	418.778
6.0374	1993.87	467.444
6.2455	2097.333	470.111
6.4537	2204.259	372.685
6.6619	2509.667	477.407
6.8701	2005.444	445.611
7.0783	1992.778	454.519
7.2865	1949.444	540.333
7.4946	2024.333	541.667
7.7028	2289.833	673.111
7.911	2492.296	751.852
8.1192	2171.222	989.111
8.3274	2639.37	1190.778
8.5356	2372.463	1564.463
8.7438	2645.333	1479
8.9519	2432.185	1074.259
9.1601	2800.037	1552.333
9.3683	2562.167	2174.667
9.5765	2219.407	2167
9.7847	2250.833	1988.519
9.9929	2395.222	1475.889
10.201	2233.704	754.018
10.4092	2393.333	630.407
10.6174	2389.944	572.5
10.8256	2648.185	466.63
11.0338	2123.593	465.185
11.242	2159	335
