Distance_(microns)	DAPI	XIST
0	1561	465
0.2082	1520.317	486.575
0.4164	1553.567	469.805
0.6246	1681.75	454.215
0.8327	1696.611	409.499
1.0409	1781.614	388.925
1.2491	1850.348	383.258
1.4573	2145.381	344.886
1.6655	1961.629	351.186
1.8737	2143.071	331.038
2.0818	2169.038	376.972
2.29	2099.648	421.964
2.4982	2010.99	413.652
2.7064	1931.579	357.019
2.9146	1932.949	333.112
3.1228	2037.125	326.378
3.331	2001.17	308.544
3.5391	2194.466	310.401
3.7473	1816.22	356.931
3.9555	1681.697	429.657
4.1637	1733.563	419.945
4.3719	1719.838	381.589
4.5801	1579.186	433.169
4.7882	1498.944	419.358
4.9964	1733.886	416.187
5.2046	1553.237	401.823
5.4128	1547.486	406.116
5.621	1527.026	454.173
5.8292	1470.02	432.65
6.0374	1470.106	438.129
6.2455	1675.799	592.101
6.4537	1796.304	911.913
6.6619	1722.582	911.592
6.8701	1777.818	864.996
7.0783	1673.03	888.801
7.2865	1772.239	920.027
7.4946	2129.472	1147.437
7.7028	1822.791	1041.877
7.911	1741.63	766.536
8.1192	1735.854	509.94
8.3274	1754.928	463.566
8.5356	1788.718	516.159
8.7438	1740.614	509.678
8.9519	1748.71	362.671
9.1601	1915.216	351.014
9.3683	1773.04	362.847
9.5765	1668.579	374.53
9.7847	1644.466	381.506
9.9929	1746.937	404.226
10.201	1948.925	352.199
10.4092	1609.325	312.112
10.6174	1703.733	347.941
10.8256	1866.093	322.38
11.0338	2162.974	312.118
11.242	2002.272	326.586
11.4502	1912.528	328.867
11.6583	1511.029	308.573
11.8665	1058.36	311.754
12.0747	738.868	344.867
12.2829	660	361
