Distance_(microns)	DAPI	XIST
0	373	329
0.2082	517.285	347.958
0.4164	541.994	365.644
0.6246	462.629	315.181
0.8327	440.669	292.002
1.0409	460.902	308.136
1.2491	495.036	319.787
1.4573	401.153	333.92
1.6655	449.073	335.231
1.8737	489.262	311.172
2.0818	481.347	287.048
2.29	464.881	279.748
2.4982	706.955	285.512
2.7064	978.794	341.237
2.9146	1152.819	542.671
3.1228	1358.389	791.746
3.331	1399.727	1280.888
3.5391	1687.721	1834.497
3.7473	1521.052	2368.205
3.9555	1560.435	2626.492
4.1637	1268.96	2007.537
4.3719	1029.125	1042.409
4.5801	1077.574	651.91
4.7882	1071.878	483.249
4.9964	1125.672	380.713
5.2046	1028.102	381.275
5.4128	1072.592	376.805
5.621	1160.323	401.602
5.8292	1201.283	401.732
6.0374	1199	409
6.2455	1220.089	364.158
6.4537	1128.59	353.461
6.6619	1251.427	346.864
6.8701	1248.898	361.345
7.0783	1096.636	468.146
7.2865	1369.987	414.756
7.4946	1194.056	391.706
7.7028	1085.87	416.66
7.911	1132.337	423.945
8.1192	1130.797	370.442
8.3274	1129.345	407.29
8.5356	964.379	392.432
8.7438	1077.318	390.479
8.9519	966.265	408.669
9.1601	1061.842	411.694
9.3683	1022.428	352.446
9.5765	1115.088	379.501
9.7847	1162.698	349.118
9.9929	1342.786	375.131
10.201	1617.251	363.514
10.4092	1582.004	324.765
10.6174	1555.497	309.835
10.8256	1574.375	279.191
11.0338	1523.534	299.411
11.242	1480.452	316.172
11.4502	1411.071	318.687
11.6583	1329.801	348.145
11.8665	1392.774	368.492
12.0747	1571	342
