Distance_(microns)	DAPI	XIST
0	240	197
0.2082	169.695	218.477
0.4164	151.28	233.973
0.6246	195.407	271.459
0.8327	252.639	323.453
1.0409	325.585	620.385
1.2491	440.1	1277.811
1.4573	506.183	1530.433
1.6655	532.198	1956.854
1.8737	594.433	2117.608
2.0818	465.703	1544.666
2.29	562.472	1070.389
2.4982	487.158	841.944
2.7064	475.638	685.662
2.9146	486.148	460.196
3.1228	425.767	300.332
3.331	436.899	294.964
3.5391	428.214	298.641
3.7473	428.026	298.033
3.9555	468.638	305.34
4.1637	468.347	288.338
4.3719	384.851	301.814
4.5801	549.786	312.913
4.7882	513.374	306.132
4.9964	484.851	289.631
5.2046	468.365	287.286
5.4128	458.571	314.862
5.621	454.615	263.113
5.8292	452.838	255.54
6.0374	560.035	253.565
6.2455	479.125	285.585
6.4537	419	274
6.6619	406.076	208.919
6.8701	430.888	260.271
7.0783	437.469	299.544
7.2865	437.054	298.697
7.4946	529.632	278.655
7.7028	493.549	228.1
7.911	496.053	222.543
8.1192	470.294	239.909
8.3274	411.484	292.618
8.5356	593.044	246.96
8.7438	481.463	246.725
8.9519	540.617	236.285
9.1601	454.173	256.871
9.3683	319.023	270.342
9.5765	307.717	268.193
9.7847	239.918	278.598
9.9929	189.845	274.538
10.201	180.839	263.356
10.4092	203.191	252.031
10.6174	357.754	259.058
10.8256	284.355	265.642
11.0338	240.896	309.442
11.242	194.254	280.866
11.4502	188.674	269.133
11.6583	203.934	268.223
11.8665	225.772	313.976
12.0747	158.122	268.599
12.2829	157.621	259.407
12.4911	181.028	285.363
12.6993	171.436	237.448
12.9074	131	214
