Distance_(microns)	DAPI	XIST
0	980	254
0.2082	1282.864	253.318
0.4164	2021.636	267.182
0.6246	1994.409	293.636
0.8327	1939.818	268.364
1.0409	1823.318	331.409
1.2491	1588	373.273
1.4573	1604.273	348.273
1.6655	1556.909	366.364
1.8737	1448.5	354.364
2.0818	1562.909	339.455
2.29	1582.5	339
2.4982	1520.727	416
2.7064	1594	407.864
2.9146	1545.455	313.545
3.1228	1571.909	328.091
3.331	1565.545	328.455
3.5391	1387.182	314.091
3.7473	1558.636	355.182
3.9555	1518.545	368.318
4.1637	1832.364	331
4.3719	1599.591	412.636
4.5801	1549	385
4.7882	1741.773	394.182
4.9964	1636.727	362.182
5.2046	1804.5	365.682
5.4128	1971.455	411.091
5.621	1989.682	388.273
5.8292	1789.909	395.909
6.0374	2009.136	413.682
6.2455	1823.091	393.818
6.4537	1933.182	401.818
6.6619	1982	419.909
6.8701	1612.5	431
7.0783	1736.182	445.727
7.2865	1584.773	428.545
7.4946	1649.364	430.364
7.7028	1439.273	407.045
7.911	1510.182	423.455
8.1192	1969.682	392.136
8.3274	2169.909	416.364
8.5356	1867.591	377.091
8.7438	2326.545	398.909
8.9519	1931.636	451.045
9.1601	2341	402
9.3683	2374.5	419.091
9.5765	2166.727	392.182
9.7847	2143.227	382.273
9.9929	1896	362.636
10.201	1952.136	358.636
10.4092	1717.545	399.455
10.6174	1773.955	360.136
10.8256	1711.818	307.545
11.0338	1662.5	354.273
11.242	1487.545	347.273
11.4502	1421	361.5
11.6583	1404	325.636
11.8665	1489.864	348
12.0747	1583.273	349.091
12.2829	1581.318	345.455
12.4911	1569	361.636
12.6993	1842.318	335.045
12.9074	2065	340.364
13.1156	1843.727	318.227
13.3238	1706.909	468.636
13.532	1771.682	393.5
13.7402	1866	352
13.9484	1776.273	397.364
14.1565	1679.182	386.455
14.3647	1900.5	437.818
14.5729	1603.909	383.182
14.7811	1749.909	456.091
14.9893	1605	392.273
15.1975	1687.5	385.591
15.4057	1567.818	414.545
15.6138	1871.818	477.364
15.822	1956.273	505.818
16.0302	2108.5	515
16.2384	1967.364	782.636
16.4466	2324.409	1068.409
16.6548	2498.909	1298.364
16.8629	2422	1080.682
17.0711	2550.455	1087.545
17.2793	2793.636	912.227
17.4875	2568	734.182
17.6957	2694.364	588.5
17.9039	2277.455	420
18.1121	2044.909	434.545
18.3202	1947	422
