Distance_(microns)	DAPI	XIST
0	477	212
0.2082	642.172	248.293
0.4164	536.483	264.621
0.6246	512.638	320.931
0.8327	786.379	304.034
1.0409	843.034	291.931
1.2491	649.241	311.345
1.4573	555.586	326.293
1.6655	607.31	379.621
1.8737	747.069	622.224
2.0818	837.31	930.069
2.29	639.293	1283.086
2.4982	706.138	1559.862
2.7064	754.103	1729.81
2.9146	832.034	1397.655
3.1228	810.603	1089.759
3.331	653.69	1678.172
3.5391	647.276	862.155
3.7473	620.483	363.621
3.9555	621.155	329.776
4.1637	703.897	365.172
4.3719	647.121	300.793
4.5801	592.207	271.897
4.7882	727.793	310.259
4.9964	624.483	272.552
5.2046	645.586	273.034
5.4128	656.034	267.138
5.621	649.431	286.448
5.8292	645.862	291.586
6.0374	722.5	283
6.2455	663.655	326.241
6.4537	673.224	233.241
6.6619	699.655	285.69
6.8701	666.328	275.121
7.0783	739.345	308.31
7.2865	628.603	270.448
7.4946	638.897	252.724
7.7028	705.552	320.983
7.911	596.897	252.207
8.1192	721.879	247.241
8.3274	614.793	283.69
8.5356	790.466	259.914
8.7438	691.034	288.379
8.9519	668.759	286.241
9.1601	691.138	263.069
9.3683	575.276	245.793
9.5765	757.552	210.621
9.7847	742.121	356.276
9.9929	687.69	263.448
10.201	759.017	272.552
10.4092	782	337.172
10.6174	619.483	266.483
10.8256	660.103	274.241
11.0338	661.69	243.207
11.242	793.138	268.483
11.4502	777.966	262.966
11.6583	726.448	255.793
11.8665	795.552	265.241
12.0747	672	259
