Distance_(microns)	DAPI	XIST
0	510	287
0.2082	721.869	688.802
0.4164	750.606	1069.828
0.6246	883.414	1657.458
0.8327	1005.66	2300.115
1.0409	868.392	3294.167
1.2491	883.301	2729.875
1.4573	815.676	1481.379
1.6655	921.287	700.655
1.8737	893.331	429.097
2.0818	823.908	307.052
2.29	924.482	373.549
2.4982	977.859	363.598
2.7064	1091.904	304.272
2.9146	1090.693	263.454
3.1228	897.006	230.642
3.331	838.447	212.868
3.5391	851.82	208.004
3.7473	771.79	214.229
3.9555	673.286	217.498
4.1637	600.695	224.777
4.3719	585.205	226.851
4.5801	561.804	233.127
4.7882	483.049	267.949
4.9964	440.376	225.476
5.2046	459.913	251.154
5.4128	488.757	255.268
5.621	562.349	208.213
5.8292	388.068	223.1
6.0374	458.807	230.771
6.2455	486.627	235.035
6.4537	665	223
6.6619	768.654	256.975
6.8701	881.191	247.152
7.0783	840.747	307.053
7.2865	969.558	294.609
7.4946	934.641	434.89
7.7028	936.258	395.562
7.911	847.833	293.434
8.1192	849.925	267.574
8.3274	866.128	244.572
8.5356	831.143	277.046
8.7438	781.343	314.792
8.9519	735.503	333.658
9.1601	727.805	326.105
9.3683	768.534	302.221
9.5765	711.55	312.383
9.7847	630.832	296.479
9.9929	582.278	279.39
10.201	494.431	274.971
10.4092	475.287	264.162
10.6174	541.024	259.617
10.8256	592.06	273.687
11.0338	657.318	290.355
11.242	612.682	281.07
11.4502	574.096	292.719
11.6583	447.063	305.162
11.8665	442.331	266.477
12.0747	463.582	323.607
12.2829	421.967	295.892
12.4911	548.456	301.045
12.6993	330.145	304.133
12.9074	252	349
