Distance_(microns)	DAPI	XIST
0	1925	309
0.20818	2539.773	368.682
0.41637	2261.273	337.545
0.62455	2144.727	340.909
0.83274	2435.182	383.455
1.04092	2012.409	407.864
1.24911	1864	472.545
1.45729	1946.227	466.091
1.66548	2029.818	574
1.87366	2221.545	776.864
2.08185	2405.636	1333.455
2.29003	2489	2132.5
2.49821	2442	2310.727
2.7064	2409.136	1664.318
2.91458	2380.636	958.455
3.12277	2141.864	896.409
3.33095	1921.273	657.909
3.53914	2464.045	555.818
3.74732	1947.455	459.455
3.95551	2008.091	432.545
4.16369	2137.182	429.636
4.37188	2120.864	448.273
4.58006	2286	390
4.78824	2920.091	420.5
4.99643	2325.455	416.727
5.20461	2501.955	389.273
5.4128	2546.727	521.727
5.62098	2048.773	411.227
5.82917	2009.091	379.182
6.03735	2099.773	421.909
6.24554	2301.273	383
6.45372	1932.045	444
6.66191	1899.909	478.545
6.87009	1898.5	500
7.07827	1857.909	427.727
7.28646	2103.273	415.182
7.49464	2127.545	347.818
7.70283	1942.045	416.818
7.91101	1918.273	451.091
8.1192	1838.455	407.364
8.32738	1883.091	393.636
8.53557	1959.818	385.636
8.74375	2071.091	373.091
8.95194	2742.909	355.273
9.16012	2503	374
