Distance_(microns)	DAPI	XIST
0	1707	360
0.2082	1670.494	350.73
0.4164	1760.791	345.075
0.6246	2118.709	341.5
0.8327	1926.838	280.943
1.0409	1948.754	313.583
1.2491	2151.364	341.642
1.4573	2112.359	360.859
1.6655	2261.152	387.744
1.8737	2016.903	426.233
2.0818	2071.49	521.951
2.29	2056.472	868.409
2.4982	1948.65	1166.058
2.7064	2162.817	1563.712
2.9146	2480.767	1471.607
3.1228	2233.819	1186.572
3.331	2060.318	746.377
3.5391	2014.585	551.616
3.7473	2024.487	508.424
3.9555	1939.792	447
4.1637	1781.215	435.017
4.3719	1794.608	413.494
4.5801	2027.376	367.509
4.7882	2124.639	342.252
4.9964	2300.181	372.898
5.2046	2082.096	387.863
5.4128	2152.814	432.324
5.621	1792.984	369.729
5.8292	1615.041	357.929
6.0374	1742.194	344.549
6.2455	1841.099	347.892
6.4537	1853.737	357.16
6.6619	1907.541	405.399
6.8701	1783.243	394.942
7.0783	1730.491	317.209
7.2865	1739.618	360.172
7.4946	1730.853	360.099
7.7028	1662.607	338.456
7.911	1701.809	332.045
8.1192	1668.681	329.96
8.3274	1778.974	328.217
8.5356	1765	354
8.7438	1959.893	337.406
8.9519	2155.959	282.904
9.1601	2063.937	326.615
9.3683	2094.757	330.477
9.5765	2031.638	339.027
9.7847	1982.292	308.252
9.9929	1960.299	378.422
10.201	1901.845	338.134
10.4092	1996.395	323.499
10.6174	2018.123	335.75
10.8256	2251.339	320.964
11.0338	1968.38	319.35
11.242	1806.333	353.13
11.4502	2105.183	362.647
11.6583	1962.846	323.3
11.8665	1800.642	336.504
12.0747	1659.841	309.261
12.2829	1775.453	294.028
12.4911	1695.401	310.648
12.6993	1586.92	315.488
12.9074	1538.416	308.684
13.1156	1665.858	328.233
13.3238	1732.064	342.521
13.532	1833.762	354.533
13.7402	1657.435	341.831
13.9484	1858.367	348.875
14.1565	2337.964	409.15
14.3647	2645.067	370.048
14.5729	2563.104	339.676
14.7811	2148.17	428.214
14.9893	2034.271	379.631
15.1975	1767.596	386.372
15.4057	1774.124	380.507
15.6138	2024.279	372.942
15.822	2143.211	380.606
16.0302	2259.336	383.284
16.2384	2592.79	288.015
16.4466	2556.825	320.965
16.6548	2135.94	330.741
16.8629	1830.287	320.298
17.0711	1890	293
