Distance_(microns)	DAPI	XIST
0	307	257
0.20818	253.244	226.359
0.41637	257.083	220.248
0.62455	208.764	231.628
0.83274	320.298	219.967
1.04092	335.934	250.347
1.24911	279.355	223.273
1.45729	274.298	205.107
1.66548	302.826	193.909
1.87366	304.165	186.545
2.08185	271.223	216.835
2.29003	272.5	227
2.49821	282.843	217.041
2.7064	314.314	195.017
2.91458	221.843	239.446
3.12277	269.244	229.074
3.33095	319.76	253.934
3.53914	261.31	231.81
3.74732	237.397	232.347
3.95551	262.868	266.017
4.16369	392.215	254.273
4.37188	500.231	239.376
4.58006	528	311
4.78824	627.5	549.959
4.99643	665.455	1143.306
5.20461	610.202	1673.785
5.4128	634.587	1472.24
5.62098	655.368	1251.306
5.82917	681.388	918.231
6.03735	648.219	913.983
6.24554	595.43	883.628
6.45372	552.459	443.062
6.66191	538.818	321.785
6.87009	539	360
7.07827	602.967	325.273
7.28646	555.248	375.244
7.49464	581.967	309.992
7.70283	583.62	309.347
7.91101	599.116	296.116
8.1192	647.008	207.901
8.32738	565.868	259.149
8.53557	552.971	243.347
8.74375	602.57	247.033
8.95194	700.562	233.773
9.16012	622	256
