Distance_(microns)	DAPI	XIST
0	764	237
0.2082	653.117	228.783
0.4164	650.733	246.533
0.6246	629.7	214.6
0.8327	646.333	225.667
1.0409	609.75	228.25
1.2491	627.6	230.2
1.4573	625.217	288.7
1.6655	561.467	361.133
1.8737	550	295.75
2.0818	545.5	261.5
2.29	605.8	275.617
2.4982	615.8	249.6
2.7064	504.433	219.617
2.9146	460.033	245.1
3.1228	457.5	254.25
3.331	487.933	235.867
3.5391	427.117	227.867
3.7473	401.1	237.7
3.9555	471.4	234.883
4.1637	537.667	208.333
4.3719	444.1	224.65
4.5801	443.233	209.767
4.7882	428.417	212.133
4.9964	462.8	229.8
5.2046	444.75	262.5
5.4128	487.733	213.533
5.621	472.65	236.1
5.8292	408.667	224.067
6.0374	502.817	251.283
6.2455	482	276
6.4537	425.367	250.567
6.6619	442.867	226.8
6.8701	398.75	232.6
7.0783	418.033	248.967
7.2865	381.833	260.917
7.4946	464.8	285.2
7.7028	470.217	230.833
7.911	457.167	259.467
8.1192	530	301.15
8.3274	519.667	388.667
8.5356	592.967	911.183
8.7438	642.4	1362.9
8.9519	658.55	1591.367
9.1601	704	1670.4
9.3683	686.75	1591.5
9.5765	619.667	1531.2
9.7847	527.15	795.2
9.9929	565.4	536
10.201	423.667	437.117
10.4092	336.333	339
10.6174	358.95	270.55
10.8256	276.8	259.467
11.0338	250.8	261.233
11.242	243.7	248.1
11.4502	226.25	222.75
11.6583	211.933	220.4
11.8665	208.4	249.9
12.0747	203.367	266.6
12.2829	202.033	245.817
12.4911	160	265
