Distance_(microns)	DAPI	XIST
0	861	246
0.20818	1279.155	242.696
0.41637	1769.671	237.688
0.62455	1927.376	270.766
0.83274	1806.558	246.86
1.04092	1764.917	274.083
1.24911	1931.703	268.401
1.45729	1934.675	279.682
1.66548	1689.155	305.781
1.87366	1745.936	329.134
2.08185	1615.115	308.019
2.29003	1791.384	412.28
2.49821	1896.696	482.792
2.7064	1648.665	413.718
2.91458	1698.336	387.068
3.12277	1559.658	346.376
3.33095	1599.594	383.885
3.53914	1673.44	474.953
3.74732	2027.354	902.106
3.95551	1616.036	1822.108
4.16369	1659.37	1789.586
4.37188	1699.552	973.072
4.58006	1492.129	601.146
4.78824	1686	612
4.99643	1634.291	719.032
5.20461	1679.27	579.87
5.4128	1766.522	373.507
5.62098	1831.261	313.667
5.82917	1536.365	334.766
6.03735	1724.97	325.113
6.24554	1637.658	338.463
6.45372	1528.618	314.316
6.66191	1388.176	308.862
6.87009	1483.03	309.429
7.07827	1442.157	317.887
7.28646	1497.174	314.495
7.49464	1730.346	327.017
7.70283	2097.344	311.584
7.91101	2124.877	310.705
8.1192	2048.371	315.45
8.32738	1875.002	266.664
8.53557	1656.62	269.064
8.74375	1875.888	260.166
8.95194	1827.467	301.397
9.16012	1603.947	289.151
9.3683	1168.236	291.575
9.57649	785	297
