Distance_(microns)	DAPI	XIST
0	633	254
0.2082	661.995	249.126
0.4164	657.727	240.684
0.6246	567.495	212.135
0.8327	551.143	229.513
1.0409	592.945	280.095
1.2491	664.003	260.014
1.4573	603.888	263.194
1.6655	659.535	276.136
1.8737	744.945	267.446
2.0818	653.206	275.358
2.29	559.361	290.307
2.4982	639.457	287.318
2.7064	718.096	248.04
2.9146	699.948	255.092
3.1228	721.218	279.567
3.331	716.305	246.641
3.5391	685	273.667
3.7473	698.464	304.017
3.9555	679.165	329.649
4.1637	686.444	331.704
4.3719	595	294.18
4.5801	613.446	352.871
4.7882	771.072	417.397
4.9964	806	388.429
5.2046	783.836	301.663
5.4128	633.758	292.957
5.621	661.315	240.014
5.8292	621.318	278.752
6.0374	581.381	357.98
6.2455	560.81	424.785
6.4537	663.495	413.663
6.6619	579.97	389.752
6.8701	558.789	371.087
7.0783	582.667	584
7.2865	720.907	910.854
7.4946	764.875	1239.813
7.7028	837.783	1886.115
7.911	869.631	2003.928
8.1192	828.83	1330.758
8.3274	775.661	836.916
8.5356	763.454	622.22
8.7438	693.685	406.858
8.9519	544.632	329.911
9.1601	408.986	315.103
9.3683	380.716	282.484
9.5765	347.595	251.232
9.7847	264.175	238.887
9.9929	323.052	258.706
10.201	326.579	307.063
10.4092	396.594	281.788
10.6174	270	268
