Distance_(microns)	DAPI	XIST
0	1182	367
0.20818	655.346	386.765
0.41637	676.686	347.656
0.62455	898.11	362.86
0.83274	954.981	393.63
1.04092	1011.462	424.79
1.24911	1120.195	404.531
1.45729	1128.411	389.387
1.66548	1127.496	365.707
1.87366	1039.069	392.432
2.08185	1149.736	394.287
2.29003	1270.286	364.565
2.49821	1524.272	463.66
2.7064	1483.259	462.434
2.91458	1348.035	439.205
3.12277	1146.414	423.569
3.33095	1270.554	465.583
3.53914	1212.093	429.361
3.74732	1215.144	393.497
3.95551	1203.431	386.024
4.16369	1196.027	417.486
4.37188	1208.631	372.818
4.58006	1175.152	407.89
4.78824	1232.931	398.196
4.99643	1204.529	378.458
5.20461	1105.521	404.543
5.4128	1012.451	465.763
5.62098	1103.296	514.136
5.82917	956.494	588.57
6.03735	1108.122	1028.289
6.24554	1210.738	1685.803
6.45372	1326.462	1786.338
6.66191	1318.073	1986.45
6.87009	1284.019	1790.823
7.07827	1207.624	1257.599
7.28646	1153.829	783.097
7.49464	1040.317	514.145
7.70283	1092.057	389.655
7.91101	1107.685	380.317
8.1192	1140.412	367.606
8.32738	1182.122	361.472
8.53557	1188.231	335.646
8.74375	1229.745	338.488
8.95194	1260.641	376.448
9.16012	1316.437	377.352
9.3683	1231.698	307.494
9.57649	1368.569	321.587
9.78467	1197	306
