Distance_(microns)	DAPI	XIST
0	555	212
0.2082	541.168	181.575
0.4164	508.668	180.142
0.6246	495.908	199.342
0.8327	619.613	229.944
1.0409	498.721	228.425
1.2491	561.408	216.305
1.4573	636.985	211.903
1.6655	555.29	237.056
1.8737	482.275	232.091
2.0818	541.385	242.224
2.29	556.385	231.889
2.4982	656.57	235.652
2.7064	668.9	499.717
2.9146	609.774	570.239
3.1228	580.473	330.98
3.331	558.134	246.918
3.5391	524.755	209.408
3.7473	500.423	203.068
3.9555	494.806	234.968
4.1637	495.464	330.578
4.3719	531.667	693.022
4.5801	623.937	1448.927
4.7882	623.937	1276.859
4.9964	623.474	765.868
5.2046	600.376	1038.417
5.4128	697.809	1246.806
5.621	751.043	1628.213
5.8292	703.813	1561.066
6.0374	616.421	972.39
6.2455	521.538	561.876
6.4537	408.084	328.754
6.6619	454.653	272.377
6.8701	561.523	268.074
7.0783	523.132	307.999
7.2865	561.535	266.231
7.4946	706.577	238.034
7.7028	843.934	269.213
7.911	621.336	260.742
8.1192	474.419	232.83
8.3274	602.588	235.573
8.5356	557.557	292.982
8.7438	599.929	303.003
8.9519	676.596	410.132
9.1601	777.244	302.946
9.3683	720.954	240.402
9.5765	638.347	199.499
9.7847	657.593	188.424
9.9929	521.349	185.383
10.201	442.51	232.671
10.4092	538.311	249.411
10.6174	477.728	229.552
10.8256	618.824	197.1
11.0338	744.673	203.101
11.242	677.355	204.224
11.4502	732.761	216.184
11.6583	686.086	191.222
11.8665	775.195	194.772
12.0747	841.829	205.594
12.2829	668	194
