Distance(µm)	H2AK119ub	Ser5 POLII
0	109.333	107.778
0.2126	138.195	168.306
0.4252	136.497	188.026
0.6378	145.137	162.821
0.8505	188.753	192.091
1.0631	282.386	219.242
1.2757	392.869	275.558
1.4883	433.82	382.44
1.7009	364.783	496.242
1.9135	268.408	567.511
2.1261	201.78	558.893
2.3387	172.688	509.681
2.5514	178.969	488.865
2.764	208.057	525.554
2.9766	245.04	567.999
3.1892	243.48	574.54
3.4018	238.438	652.79
3.6144	217.177	723.594
3.827	180.952	712.218
4.0397	164.234	543.622
4.2523	178.802	475.704
4.4649	193.651	453.56
4.6775	184.343	387.271
4.8901	165.186	325.287
5.1027	141.153	257.653
5.3153	128.229	206.583
5.528	115.596	159.343
5.7406	103.264	136.805
5.9532	96.281	129.604
6.1658	111.83	140.324
6.3784	132.273	159.671
6.591	143.172	176.853
6.8036	161.034	226.254
7.0162	211.537	289.394
7.2289	274.14	400.376
7.4415	319.366	488.314
7.6541	331.403	502.381
7.8667	293.818	497.584
8.0793	246.37	478.692
8.2919	228.784	454.29
8.5045	277.853	517.8
8.7172	315.865	541.432
8.9298	297.414	470.989
9.1424	261.149	523.308
9.355	210.167	615.554
9.5676	192.062	478.093
9.7802	171.574	399.126
9.9928	163.375	449.38
10.2055	186.873	498.408
10.4181	190.2	293.393
10.6307	99.556	104.833
