Distance(µm)	H2AK119ub	Ser5 POLII
0	108.111	189.444
0.2126	180.648	305.481
0.4252	281.809	311.445
0.6378	391.264	245.847
0.8505	415.721	236.14
1.0631	361.752	281.473
1.2757	285.514	321.763
1.4883	230.082	331.982
1.7009	195	307.296
1.9135	169.994	396.283
2.1261	159.455	496.907
2.3387	165.731	524.601
2.5514	188.736	535.787
2.764	220.397	572.392
2.9766	254.048	536.203
3.1892	255.224	490.54
3.4018	216.562	480.812
3.6144	161.115	464.179
3.827	140.333	395.271
4.0397	170.316	410.725
4.2523	176.375	319.278
4.4649	137.101	212.595
4.6775	112.175	149.541
4.8901	99.719	74.612
5.1027	91.889	53.63
5.3153	82.337	52.508
5.528	78.285	47.814
5.7406	85.937	70.126
5.9532	97.266	72.602
6.1658	103.345	88.786
6.3784	129.098	160.296
6.591	167.699	242.072
6.8036	182.241	344.444
7.0162	166.106	415.902
7.2289	176.231	452.024
7.4415	170.14	500.134
7.6541	158.368	461.771
7.8667	170.493	322.951
8.0793	157.65	215.601
8.2919	123.583	128.958
8.5045	99.099	80.074
8.7172	91.266	63.964
8.9298	85.546	63.244
9.1424	97.453	70.725
9.355	101.299	75.741
9.5676	103.089	102.03
9.7802	124.263	177.565
9.9928	163.095	252.079
10.2055	177.657	351.259
10.4181	172.182	438.324
10.6307	173.307	494.793
10.8433	165.69	523.323
11.0559	133.349	452.229
11.2685	126.063	459.281
11.4811	150.196	475.602
11.6937	211.531	468.689
11.9064	221.148	408.778
12.119	199.128	434.684
12.3316	186.157	565.426
12.5442	156.713	626.56
12.7568	151.405	643.69
12.9694	166.6	545.651
13.182	199.853	580.545
13.3947	187.64	541.091
13.6073	157.62	454.407
13.8199	147.43	414.586
14.0325	181.729	432.446
14.2451	169.747	450.094
14.4577	195.836	485.75
14.6703	258.656	456.941
14.8829	215.404	387.213
15.0956	167.693	330.865
15.3082	115	162.667
