Distance(µm)	H2AK119ub	Ser5 POLII
0	68.917	293.167
0.2126	99.819	367.108
0.4252	115.043	403.392
0.6378	116.227	433.638
0.8505	125.451	505.998
1.0631	162.909	548.608
1.2757	177.307	576.599
1.4883	151.016	687.271
1.7009	130.37	748.426
1.9135	160.755	822.932
2.1261	204.136	926.769
2.3387	229.296	976.258
2.5514	228.794	1098.601
2.764	229.461	1132.041
2.9766	261.935	1068.299
3.1892	269.188	1070.585
3.4018	256.263	1086.828
3.6144	261.575	1117.166
3.827	281.493	1080.523
4.0397	315.76	1069.807
4.2523	359.749	961.523
4.4649	413.572	635.273
4.6775	471.677	490.349
4.8901	501.351	423.067
5.1027	453.321	414.264
5.3153	424.133	476.441
5.528	442.242	444.913
5.7406	384.517	443.061
5.9532	305.643	400.495
6.1658	286.782	326.144
6.3784	249.941	311.082
6.591	178.413	287.213
6.8036	139.477	247.899
7.0162	107.728	249.776
7.2289	87.784	266.892
7.4415	93.246	196.183
7.6541	99.223	174.971
7.8667	109.612	255.005
8.0793	116.461	337.611
8.2919	141.572	390.621
8.5045	175.481	554.999
8.7172	213.727	655.136
8.9298	252.011	694.542
9.1424	253.847	875.51
9.355	269.758	1013.256
9.5676	266.705	907.443
9.7802	199.746	765.487
9.9928	157.227	692.588
10.2055	172.089	772.749
10.4181	230.818	847.703
10.6307	259.766	1002.889
10.8433	241.457	982.653
11.0559	227.483	815.314
11.2685	222.09	833.207
11.4811	222.405	945.002
11.6937	184.669	938.092
11.9064	150.5	841.173
12.119	130.967	647.211
12.3316	99.867	400.951
12.5442	46.278	222.861
