Distance(µm)	H2AK119ub	Ser5 POLII
0	79.611	126
0.2126	116.551	123.221
0.4252	132.573	105.774
0.6378	156.758	121.942
0.8505	197.535	188.097
1.0631	253.13	223
1.2757	292.742	341.199
1.4883	250.889	579.449
1.7009	193.042	689.109
1.9135	178.333	671.426
2.1261	219.523	586.088
2.3387	232.269	566.33
2.5514	198.58	606.333
2.764	158.468	549.769
2.9766	143.688	564.305
3.1892	157.851	629.128
3.4018	173.192	634.561
3.6144	174.805	638.647
3.827	174.854	613.689
4.0397	169.067	593.184
4.2523	150.778	589.611
4.4649	143.747	584.219
4.6775	156.642	614.947
4.8901	184.085	610.798
5.1027	196.909	581.791
5.3153	195.876	569.639
5.528	209.375	544.989
5.7406	220.015	597.834
5.9532	199.63	672.958
6.1658	190.469	662.48
6.3784	201.25	526.812
6.591	212.831	530.894
6.8036	239.72	632.207
7.0162	244.836	775.649
7.2289	233.165	823.066
7.4415	200.523	781.781
7.6541	158.584	698.916
7.8667	141.019	707.472
8.0793	153.792	691.385
8.2919	187.458	604.823
8.5045	199.444	536.518
8.7172	179.676	553.318
8.9298	162.23	597.514
9.1424	173.041	619.414
9.355	191.002	592.88
9.5676	190.028	579.09
9.7802	189.905	604.276
9.9928	193.204	611.362
10.2055	175.48	594.48
10.4181	145.772	527.743
10.6307	135.208	435.451
10.8433	139.669	410.608
11.0559	150.027	411.076
11.2685	163.613	431.152
11.4811	163.232	444.805
11.6937	149.052	479.388
11.9064	141.031	483.278
12.119	142.986	467.189
12.3316	135.814	354.34
12.5442	109.928	219.526
12.7568	68.556	131.722
