Distance(µm)	H2AK119ub	Ser5 POLII
0	129.197	164.897
0.18329	330.574	204.903
0.36658	558.054	204.067
0.54986	668.906	274.055
0.73315	658.656	266.472
0.91644	651.377	232.948
1.09973	628.904	267.944
1.28301	611.662	457.916
1.4663	564.899	643.976
1.64959	465.8	776.634
1.83288	376.418	958.294
2.01616	357.511	1015.436
2.19945	364.282	747.386
2.38274	353.685	763.847
2.56603	344.384	683.938
2.74931	355.922	656.488
2.9326	405.524	731.176
3.11589	372.518	1004.4
3.29918	338.571	1109.154
3.48246	333.128	1057.822
3.66575	349.254	861.238
3.84904	433.938	692.796
4.03233	498.106	659.25
4.21561	541.342	805.927
4.3989	561.46	743.255
4.58219	487.237	646.761
4.76548	384.743	888.726
4.94876	271.817	1056.924
5.13205	242.068	959.954
5.31534	289.262	841.317
5.49863	373.813	761.421
5.68191	432.918	627.553
5.8652	433.662	520.153
6.04849	374.303	818.536
6.23178	310.562	1054.968
6.41506	317.943	1102.265
6.59835	408.149	1010.804
6.78164	546.62	858.298
6.96493	539.364	606.735
7.14821	345.839	283.159
7.3315	121.503	98.68
