Distance(µm)	H2AK119ub	Ser5 POLII
0	247.463	212.423
0.18329	594.588	378.71
0.36658	822.48	613.639
0.54986	922.432	632.725
0.73315	920.279	547.114
0.91644	869.084	520.781
1.09973	817.088	451.839
1.28301	745.601	368.962
1.4663	665.858	492.993
1.64959	611.517	560.778
1.83288	526.242	674.264
2.01616	439.865	839.545
2.19945	386.476	864.676
2.38274	371.445	842.352
2.56603	389.456	757.271
2.74931	419.695	775.361
2.9326	442.297	826.876
3.11589	459.647	800.119
3.29918	434.152	848.357
3.48246	401.397	922.697
3.66575	372.33	940.376
3.84904	335.328	870.456
4.03233	314.528	778.317
4.21561	288.802	814.157
4.3989	327.949	933.274
4.58219	379.987	1077.022
4.76548	399.894	1128.844
4.94876	427.1	1055.732
5.13205	448.59	1010.29
5.31534	464.384	1019.213
5.49863	534.378	888.231
5.68191	564.937	780.057
5.8652	526.131	854.287
6.04849	474.599	791.322
6.23178	455.609	650.842
6.41506	277.624	408.577
