Distance(µm)	H2AK119ub	Ser5 POLII
0	53.784	33.663
0.1116	79.026	54.801
0.2232	114.732	81.759
0.3348	141.693	100.096
0.4464	154.321	96.409
0.558	143.225	93.681
0.6696	135.417	88.542
0.7813	110.879	112.38
0.8929	93.023	125.207
1.0045	89.231	131.56
1.1161	83.148	129.645
1.2277	87.211	128.096
1.3393	84.113	134.574
1.4509	79.472	141.55
1.5625	75.096	145.036
1.6741	65.083	140.623
1.7857	65.416	144.038
1.8973	72.438	150.885
2.0089	76.06	150.981
2.1206	77.525	140.462
2.2322	75.551	120.971
2.3438	70.315	111.641
2.4554	61.839	115.129
2.567	63.049	122.82
2.6786	64.991	137.538
2.7902	63.22	138.185
2.9018	68.847	129.798
3.0134	70.936	118.675
3.125	75.902	106.485
3.2366	80.866	100.067
3.3482	71.743	98.324
3.4599	59.028	100.328
3.5715	60.202	96.896
3.6831	62.238	100.455
3.7947	66.803	104.055
3.9063	66.287	114.692
4.0179	61.279	115.827
4.1295	56.012	112.865
4.2411	56.344	111.017
4.3527	58.141	103.263
4.4643	59.698	92.569
4.5759	62.762	84.3
4.6875	64.547	84.189
4.7992	62.967	104.66
4.9108	61.593	136.644
5.0224	63.001	160.59
5.134	58.35	171.509
5.2456	60.752	160.37
5.3572	52.86	135.695
5.4688	53.882	124.179
5.5804	55.478	116.529
5.692	55.952	103.608
5.8036	54.498	96.596
5.9152	46.116	103.392
6.0268	45.412	117.018
6.1384	48.24	127.953
6.2501	56.586	133.367
6.3617	62.513	136.031
6.4733	67.3	134.519
6.5849	64.861	125.493
6.6965	63.78	113.428
6.8081	66.907	96.764
6.9197	67.177	81.47
7.0313	67.183	71.8
7.1429	64.759	63.055
7.2545	62.122	57.045
7.3661	59.865	50.991
7.4777	61.886	58.377
7.5894	55.882	72.342
7.701	57.056	93.544
7.8126	59.115	106.494
7.9242	61.719	109.569
8.0358	65.89	110.075
8.1474	62.747	100.181
8.259	58.79	111.733
8.3706	59.027	114.064
8.4822	65.077	115.182
8.5938	71.416	122.348
8.7054	75.392	128.901
8.817	73.973	134.342
8.9287	71.657	130.107
9.0403	67.928	123.68
9.1519	61.879	114.259
9.2635	53.984	97.755
9.3751	48.812	88.849
9.4867	44.982	92.831
9.5983	41.096	107.626
9.7099	39.813	124.819
9.8215	40.082	130.674
9.9331	39.319	119.06
10.0447	43.263	96.573
10.1563	41.695	78.648
10.268	36.417	53.76
10.3796	36.529	51.181
