Distance(µm)	H2AK119ub	Ser5 POLII
0	113.941	492.42
0.10864	123.079	523.45
0.21729	123.756	532.427
0.32593	128.525	550.822
0.43457	134.655	565.119
0.54321	144.331	585.866
0.65186	150.915	624.364
0.7605	151.049	701.927
0.86914	143.252	694.546
0.97778	137.869	593.052
1.08643	143.263	502.903
1.19507	142.287	450.414
1.30371	142.451	438.721
1.41235	153.111	416.106
1.521	159.506	407.777
1.62964	163.12	403.33
1.73828	161.96	415.519
1.84692	161.674	401.532
1.95557	169.758	402.066
2.06421	179.07	417.092
2.17285	198.371	457.25
2.28149	230.259	506.427
2.39014	279.974	539.137
2.49878	330.559	531.247
2.60742	343.038	524.518
2.71606	365.605	522.954
2.82471	388.123	528.324
2.93335	412.667	533.346
3.04199	424.942	522.792
3.15064	425.521	531.435
3.25928	385.808	578.61
3.36792	337.553	640.727
3.47656	311.784	637.081
3.58521	294.824	583.377
3.69385	281.806	552.365
3.80249	266.534	552.047
3.91113	256.93	547.863
4.01978	249.665	501.11
4.12842	251.172	463.069
4.23706	254.527	483.896
4.3457	263.93	511.535
4.45435	264.954	583.368
4.56299	259.294	653.104
4.67163	237.956	666.757
4.78027	224.718	625.954
4.88892	227.402	583.831
4.99756	243.326	571.515
5.1062	256.709	562.161
5.21484	260.44	520.972
5.32349	245.892	514.579
5.43213	230.305	501.954
5.54077	213.024	477.181
5.64941	203.004	458.921
5.75806	196.362	436.281
5.8667	182.553	402.023
5.97534	167.912	337.472
