Distance(µm)	H2AK119ub	Ser5 POLII
0	38.815	77.923
0.1148	43.407	81.803
0.2296	51.777	80.314
0.34441	53.902	81.232
0.45921	56.121	84.721
0.57401	55.252	91.056
0.68881	57.307	110.097
0.80361	69.688	119.443
0.91842	96.832	128.195
1.03322	126.366	140.634
1.14802	147.235	136.09
1.26282	160.103	102.337
1.37763	145.862	91.569
1.49243	121.255	92.881
1.60723	100.692	93.369
1.72203	94.766	94.072
1.83683	98.978	99.654
1.95164	123.568	114.639
2.06644	144.07	121.636
2.18124	148.52	123.747
2.29604	149.486	118.293
2.41084	119.931	118.901
2.52565	108.367	124.361
2.64045	112.183	118.288
2.75525	128.413	114.547
2.87005	140.055	103.405
2.98486	146.554	99.093
3.09966	148.274	102.19
3.21446	141.408	98.191
3.32926	129.864	104.584
3.44406	121.697	112.369
3.55887	118.678	106.765
3.67367	100.709	106.511
3.78847	82.614	107.086
3.90327	60.825	111.216
4.01807	57.84	115.938
4.13288	50.474	121.097
4.24768	50.477	115.395
4.36248	52.58	104.124
4.47728	57.409	103.455
4.59208	62.47	101.174
4.70689	60.832	97.64
4.82169	67.693	104.352
4.93649	69.886	103.665
5.05129	66.077	108.165
5.1661	59.526	121.46
5.2809	57.242	129.076
5.3957	57.147	125.407
5.5105	56.364	124.552
5.6253	52.548	130.1
5.74011	50.734	131.375
5.85491	49.121	131.692
5.96971	52.59	124.328
6.08451	57.283	126.164
6.19931	60.162	118.524
6.31412	56.928	94.098
6.42892	55.965	78.55
6.54372	52.995	88.367
6.65852	59.153	89.736
6.77333	61.577	87.893
6.88813	59.806	79.457
7.00293	56.255	56.182
7.11773	49.986	41.563
7.23253	37.898	31.118
7.34734	26.043	23.678
7.46214	22.201	20.8
7.57694	23.68	16.876
7.69174	21.843	16.061
7.80654	17.995	14.496
7.92135	13.4	12.626
