Distance(µm)	H2AK119ub	Ser5 POLII
0	149.881	64.558
0.2126	254.644	113.757
0.4252	268.832	136.364
0.6378	332.585	111.923
0.8505	428.543	131.552
1.0631	509.246	144.467
1.2757	473.21	148.191
1.4883	268.771	211.735
1.7009	190.921	280.216
1.9135	184.174	350.419
2.1261	193.084	339.226
2.3387	177.965	358.827
2.5514	194.712	372.129
2.764	229.633	407.956
2.9766	249.594	402.821
3.1892	240.441	425.383
3.4018	215.808	381.152
3.6144	201.08	399.697
3.827	227.006	460.289
4.0397	273.827	386.935
4.2523	253.64	379.348
4.4649	232.732	424.493
4.6775	241.085	396.571
4.8901	228.434	365.338
5.1027	232.076	387.581
5.3153	242.201	410.462
5.528	200.302	400.455
5.7406	208.75	364.113
5.9532	233.319	438.703
6.1658	239.715	493.546
6.3784	238.806	421.276
6.591	240.627	372.309
6.8036	233.805	331.702
7.0162	251.333	350.112
7.2289	270.707	380.356
7.4415	225.174	404.828
7.6541	232.847	384.82
7.8667	242.557	356.274
8.0793	197.93	350.229
8.2919	158.353	447.849
8.5045	139.799	418.578
8.7172	139.33	385.722
8.9298	186.675	351.08
9.1424	274.231	314.283
9.355	269.995	309.11
9.5676	216.898	375.653
9.7802	216.081	380.711
9.9928	252.027	366.95
10.2055	240.965	322.74
10.4181	186.135	343.859
10.6307	171.578	440.461
10.8433	169.366	349.488
11.0559	175.793	236.29
11.2685	264.042	294.473
11.4811	352.653	310.579
11.6937	354.251	293.884
11.9064	298.632	310.999
12.119	238.265	343.467
12.3316	226.06	354.682
12.5442	250.582	323.733
12.7568	241.466	290.624
12.9694	209.799	319.93
13.182	166.961	334.851
13.3947	81.48	223.613
