Distance(µm)	H2AK119ub	Ser5 POLII
0	87.16	107.127
0.21261	190.294	163.018
0.42523	268.321	228.273
0.63784	320.84	301.547
0.85045	344.667	369.707
1.06307	409.911	330.097
1.27568	536.847	301.03
1.48829	524.522	278.699
1.70091	439.262	197.518
1.91352	318.279	177.403
2.12614	292.901	194.222
2.33875	285.323	231.985
2.55136	312.223	262.187
2.76398	261.072	361.79
2.97659	228.202	482.679
3.1892	210.593	381.198
3.40182	168.324	518.064
3.61443	163.256	656.058
3.82704	186.713	724.612
4.03966	208.026	547.51
4.25227	202.681	509.339
4.46488	240.32	561.728
4.6775	336.68	479.109
4.89011	389.042	403.363
5.10273	353.59	446.248
5.31534	321.907	515.036
5.52795	325.951	544.077
5.74057	325.352	652.193
5.95318	328.91	573.681
6.16579	328.574	484.354
6.37841	304.006	533.007
6.59102	256.273	596.674
6.80363	270.642	603.403
7.01625	272.153	566.131
7.22886	274.304	545.144
7.44147	324.617	542.494
7.65409	400.798	423.118
7.8667	422.367	465.925
8.07931	427.724	503.978
8.29193	340.722	486.436
8.50454	258.586	587.622
8.71715	232.345	564.797
8.92977	184.413	409.24
9.14238	209.296	500.466
9.355	197.388	455.738
9.56761	137.487	352.29
9.78022	97.267	205.892
