Distance(µm)	H2AK119ub	Ser5 POLII
0	213.137	147.359
0.2126	327.914	174.586
0.4252	345.12	172.194
0.6378	369.433	138.988
0.8505	390.293	141.129
1.0631	398.329	228.353
1.2757	344.127	308.732
1.4883	248.148	342.941
1.7009	192.458	376.995
1.9135	193.653	419.231
2.1261	233.027	390.353
2.3387	214.487	378.546
2.5514	181.696	350.377
2.764	173.637	383.62
2.9766	185.164	302.05
3.1892	174.012	274.538
3.4018	143.313	184.059
3.6144	129.369	176.11
3.827	140.326	225.19
4.0397	160.329	189.732
4.2523	167.497	201.415
4.4649	183.451	210.336
4.6775	190.292	205.798
4.8901	178.213	270.413
5.1027	179.683	373.864
5.3153	197.025	450.243
5.528	200.05	463.921
5.7406	189.348	444.234
5.9532	177.846	581.015
6.1658	186.619	496.854
6.3784	170.882	343.218
6.591	151.242	329.787
6.8036	143.684	406.994
7.0162	158.077	367.665
7.2289	176.202	427.127
7.4415	166.598	486.251
7.6541	141.998	390.278
7.8667	145.511	397.206
8.0793	169.027	422.057
8.2919	179.237	426.093
8.5045	169.831	389.069
8.7172	191.595	348.904
8.9298	222.38	305.205
9.1424	235.915	310.168
9.355	231.748	352.637
9.5676	198.006	330.478
9.7802	175.846	379.398
9.9928	157.186	401.622
10.2055	174.174	382.629
10.4181	209.879	435.869
10.6307	247.165	418.196
10.8433	238.081	479.862
11.0559	239.84	429.864
11.2685	218.859	373.87
11.4811	176.206	325.965
11.6937	183.505	396.709
11.9064	227.457	417.839
12.119	267.755	382.593
12.3316	281.322	349.338
12.5442	281.346	339.006
12.7568	256.086	415.39
12.9694	247.875	459.558
13.182	258.417	351.902
13.3947	198.228	200.851
