Distance(µm)	H2AK119ub	Ser5 POLII
0	86.713	72.236
0.2126	181.859	177.995
0.4252	215.321	336.267
0.6378	226.505	396.226
0.8505	240.92	301.65
1.0631	336.038	250.588
1.2757	409.813	276.172
1.4883	407.354	247.463
1.7009	376.123	234.217
1.9135	349.2	232.293
2.1261	318.824	223.268
2.3387	256.989	254.452
2.5514	210.101	334.647
2.764	166.959	365.544
2.9766	123.198	323.001
3.1892	104.044	272.363
3.4018	154.089	349.816
3.6144	218.037	404.886
3.827	238.174	344.027
4.0397	244.785	371.229
4.2523	243.084	327.988
4.4649	250.032	314.853
4.6775	297.325	374.437
4.8901	273.663	374.805
5.1027	242.209	371.738
5.3153	203.968	444.75
5.528	141.187	464.771
5.7406	140.323	503.999
5.9532	225.562	449.521
6.1658	252.085	306.509
6.3784	275.303	302.009
6.591	299.533	280.073
6.8036	307.398	287.061
7.0162	295.28	295.689
7.2289	282.197	318.591
7.4415	282.673	305.844
7.6541	249.99	301.078
7.8667	226.478	364.085
8.0793	228.917	376.5
8.2919	296.983	331.384
8.5045	330.59	302.12
8.7172	243.434	316.736
8.9298	202.078	389.256
9.1424	214.825	379.754
9.355	215.392	332.374
9.5676	183.051	200.981
9.7802	217.487	224.692
9.9928	242.819	244.214
10.2055	225.539	318.096
10.4181	214.903	354.938
10.6307	254.61	280.65
10.8433	277.081	315.818
11.0559	262.32	429.419
11.2685	245.139	412.643
11.4811	244.685	354.183
11.6937	225.794	303.652
11.9064	164.812	237.961
12.119	81.58	98.292
