Distance(µm)	H2AK119ub	Ser5 POLII
0	163.3	187.312
0.2126	278.84	179.892
0.4252	301.9	181.152
0.6378	324.617	167.398
0.8505	390.989	210.068
1.0631	455.84	266.504
1.2757	504.976	338.149
1.4883	465.866	400.994
1.7009	444.622	498.28
1.9135	432.394	536.077
2.1261	355.962	523.532
2.3387	233.612	453.558
2.5514	192.62	483.174
2.764	208.912	467.779
2.9766	226.836	528.387
3.1892	232.097	603.781
3.4018	235.919	555.406
3.6144	212.653	643.48
3.827	203.844	480.465
4.0397	213.032	396.98
4.2523	201.906	405.974
4.4649	190.91	380.34
4.6775	214.61	355.195
4.8901	208.417	386.272
5.1027	198.83	488.08
5.3153	152.636	561.072
5.528	151.922	496.268
5.7406	157.045	489.26
5.9532	161.653	437.318
6.1658	180.613	362.799
6.3784	184.634	293.408
6.591	166.239	288.906
6.8036	162.231	245.013
7.0162	162.589	224.431
7.2289	155.543	192.327
7.4415	150.681	187.308
7.6541	143.457	215.982
7.8667	131.94	205.318
8.0793	125.139	210.711
8.2919	118.966	199.556
8.5045	129.691	253.102
8.7172	139.643	292.322
8.9298	138.575	264.831
9.1424	111.771	293.348
9.355	120.579	346.347
9.5676	147.716	436.342
9.7802	181.452	489.259
9.9928	176.508	456.709
10.2055	179.162	435.438
10.4181	190.871	529.7
10.6307	188.765	493.6
10.8433	185.874	423.302
11.0559	183.075	404.963
11.2685	175.269	423.373
11.4811	166.025	408.725
11.6937	157.03	369.356
11.9064	190.433	383.459
12.119	218.634	453.871
12.3316	227.697	496.59
12.5442	233.79	449.921
12.7568	210.072	525.618
12.9694	176.38	480.97
13.182	207.582	372.288
13.3947	180.437	245.96
13.6073	115.226	116.255
