Distance(µm)	H2AK119ub	Ser5 POLII
0	152.75	73.375
0.21261	300.511	112.792
0.42523	391.689	112.532
0.63784	484.703	135.314
0.85045	547.812	187.203
1.06307	499.933	242.87
1.27568	378.451	321.368
1.48829	301.991	317.405
1.70091	286.762	259.054
1.91352	297.438	237.766
2.12614	286.811	254.281
2.33875	260.619	315.702
2.55136	235.285	418.778
2.76398	220.682	486.275
2.97659	253.953	558.607
3.1892	292.686	699.7
3.40182	294.904	811.352
3.61443	291.748	896.147
3.82704	300.75	846.719
4.03966	303.134	835.611
4.25227	315.328	745.868
4.46488	298.38	480.012
4.6775	217.945	365.792
4.89011	174.391	310.836
5.10273	179.958	287.875
5.31534	175.247	300.307
5.52795	164.926	266.59
5.74057	181.5	298.141
5.95318	199.152	296.625
6.16579	238.116	266.827
6.37841	288.021	231.09
6.59102	307.275	288.014
6.80363	302.881	391.616
7.01625	268.75	519.413
7.22886	279.363	730.089
7.44147	299.776	744.745
7.65409	296	712.188
7.8667	293.596	622.326
8.07931	286.285	545.676
8.29193	239.163	565.38
8.50454	207.128	556.093
8.71715	203.327	560.434
8.92977	198.726	534.899
9.14238	196.876	457.886
9.355	187.168	341.314
9.56761	136.125	258.469
