Distance_(microns)	DAPI	XIST
0	1000	527
0.2082	1124.259	457.463
0.4164	1264.111	401.963
0.6246	2095.667	377
0.8327	3040.148	338.704
1.0409	3413.056	361.556
1.2491	3668.667	348
1.4573	3499.685	383.278
1.6655	3504.926	353.852
1.8737	3275.5	368.5
2.0818	2885.444	397.296
2.29	2864.148	363.426
2.4982	2941	386.667
2.7064	2949.407	367.796
2.9146	3116.778	345.074
3.1228	3309.833	321.333
3.331	3599.407	327.667
3.5391	3699.648	319.722
3.7473	3429	340
3.9555	3153.815	345.926
4.1637	3177.667	344.667
4.3719	3164.5	341.5
4.5801	3140.296	356.111
4.7882	3086.481	352.019
4.9964	3005.667	378
5.2046	2871.222	360.037
5.4128	2727.037	400.37
5.621	2842.5	392
5.8292	3140.593	350.444
6.0374	3114.333	334.815
6.2455	2737.667	383.333
6.4537	3043.685	337.278
6.6619	3523.741	317.333
6.8701	3853	329.5
7.0783	3861.519	330.667
7.2865	3903.259	339.833
7.4946	3554	354
7.7028	3866.407	368.907
7.911	3965.741	324.519
8.1192	3975.5	350.833
8.3274	3967.185	369.148
8.5356	3593.407	386.519
8.7438	4047.667	374
8.9519	4022.574	355.759
9.1601	3916.481	416.296
9.3683	4095	403
9.5765	4015.519	514.185
9.7847	4069.037	636.333
9.9929	4058.667	1049.667
10.201	4095	1243.352
10.4092	4095	1412.593
10.6174	4095	1175.167
10.8256	4095	869.111
11.0338	4062.463	690.611
11.242	3762	512
