Distance_(microns)	DAPI	XIST
0	1013	331
0.2082	967.708	350.292
0.4164	1188.046	420.877
0.6246	1244.046	478.385
0.8327	1369.323	443.908
1.0409	1412.154	531.769
1.2491	1085.108	447.615
1.4573	1151.015	419.092
1.6655	1473.785	435.462
1.8737	1460.431	502.662
2.0818	1829.769	463.462
2.29	2533.138	546.092
2.4982	2796.031	501.169
2.7064	2786.4	495
2.9146	3112.862	468.077
3.1228	3486.769	461.231
3.331	3060.015	439.646
3.5391	2925.8	482.492
3.7473	3153.554	460.631
3.9555	2822.185	471.154
4.1637	2933.077	427.615
4.3719	3060.323	407.354
4.5801	3553.215	425.508
4.7882	3369.677	443.692
4.9964	3113.092	418.169
5.2046	3210.769	466.231
5.4128	3107	441
5.621	2873.077	459.908
5.8292	2843.8	437.631
6.0374	2917.046	395.646
6.2455	3174.923	390.846
6.4537	3279.446	408.908
6.6619	3947.308	398.215
6.8701	3897.739	360.262
7.0783	3939.539	325.677
7.2865	3871.615	363.615
7.4946	3595.4	340.523
7.7028	3137.415	399.8
7.911	2912.492	382.077
8.1192	3146	375
8.3274	3162.231	431.231
8.5356	3530.954	376.554
8.7438	3360.215	430.046
8.9519	2883.323	455.969
9.1601	3084.508	496.646
9.3683	3263	693.385
9.5765	3494.4	886.185
9.7847	4095	1188.738
9.9929	4095	1268.308
10.201	4095	1452.431
10.4092	4095	1475.846
10.6174	4054.077	1150.077
10.8256	4095	718.2
11.0338	3280.539	482
11.242	3121.938	447.769
11.4502	2661.615	503.462
11.6583	2677.323	449.862
11.8665	2160.385	408.785
12.0747	1232.185	408.723
12.2829	981.185	428.108
12.4911	1082	346
12.6993	917.323	422.246
12.9074	1167.415	475.154
13.1156	1335.446	429.554
13.3238	1061.231	375.154
13.532	990	316
