Distance_(microns)	DAPI	XIST
0	1229	549
0.20818	1266.861	542.701
0.41637	1476.278	521.477
0.62455	1849.641	507.722
0.83274	2436.993	468.509
1.04092	2985.587	442.427
1.24911	3063.282	427.599
1.45729	2909.396	441.21
1.66548	2771.317	425.246
1.87366	2632.146	449.905
2.08185	2874.366	430.114
2.29003	2434.81	429.698
2.49821	2268.52	487.079
2.7064	2274.446	471.899
2.91458	2304.788	466.054
3.12277	2245.872	445.622
3.33095	2038.525	507.17
3.53914	1717.954	468.53
3.74732	1694.84	493.004
3.95551	1690.863	504.428
4.16369	1831.369	500.078
4.37188	1929.569	487.816
4.58006	2006.538	474.18
4.78824	1859.484	481.275
4.99643	2008.112	458.465
5.20461	1965.428	466.422
5.4128	2036.971	446.313
5.62098	1907.712	483.312
5.82917	1880.604	460.469
6.03735	2191.27	497.963
6.24554	2417.558	573.363
6.45372	2770.177	867.954
6.66191	3054.853	1275.574
6.87009	3434.933	1557.16
7.07827	3518.108	1508.832
7.28646	3258.72	1345.97
7.49464	2956.023	1158.775
7.70283	2590.799	855.673
7.91101	1977.526	576.452
8.1192	1366.868	497.128
8.32738	1130.955	461.048
8.53557	1014	437
