Distance_(microns)	DAPI	XIST
0	2571	283
0.2082	2261.445	333.58
0.4164	2128.18	376.66
0.6246	2060.775	450.56
0.8327	1732.92	477.8
1.0409	1944.625	461.75
1.2491	2147.96	416.8
1.4573	2295.35	391.645
1.6655	2725.56	428.2
1.8737	3066.97	451.055
2.0818	2821	425
2.29	2872.165	391.79
2.4982	2526.8	414.24
2.7064	2543.79	401.64
2.9146	2439.18	407.7
3.1228	2334	396.5
3.331	2543.44	387.24
3.5391	2740.135	383.745
3.7473	2757	411.18
3.9555	2739.71	402.185
4.1637	3449	389
4.3719	2742.95	379.775
4.5801	2656.1	390.84
4.7882	2649.26	442.84
4.9964	2470.16	456.4
5.2046	2278.75	473
5.4128	2342.38	474.42
5.621	2417.125	498.75
5.8292	2435.96	448.72
6.0374	2883.77	448.42
6.2455	2618	368.5
6.4537	2774.87	382.945
6.6619	2890.4	413.48
6.8701	2687.11	427.435
7.0783	2788.66	411.88
7.2865	2803.875	432
7.4946	2614.24	453.52
7.7028	2565.925	471.295
7.911	2635.38	472.04
8.1192	2558.87	491.865
8.3274	2375	519
8.5356	2699.675	543.165
8.7438	2678.66	736.32
8.9519	2915.105	954.825
9.1601	3140.96	1247.64
9.3683	3347.625	1284.125
9.5765	3443.9	1434.64
9.7847	3443.495	1391.11
9.9929	3287.04	1460.48
10.201	3015.63	1554.25
10.4092	2952	1385.5
10.6174	3002.985	1020.37
10.8256	2875.48	833.12
11.0338	2187.6	746.29
11.242	1711.74	551.8
11.4502	1278.75	435.375
11.6583	1099.2	390.12
11.8665	964.53	328.515
12.0747	926.36	315.44
12.2829	906.395	346.265
12.4911	680	314
