Distance_(microns)	DAPI	XIST
0	1159	568
0.2082	938.972	1054.75
0.4164	983.51	1469.546
0.6246	1036.171	1824.77
0.8327	1092.306	1580.571
1.0409	1142.587	1259.495
1.2491	1366.393	1243.107
1.4573	1528.625	823.25
1.6655	1098.612	554.612
1.8737	1023.753	512.643
2.0818	951.954	417.224
2.29	928.258	386.967
2.4982	1082.745	371.776
2.7064	913.298	323.099
2.9146	1195.5	317.5
3.1228	1102.153	330.959
3.331	949.837	328.122
3.5391	1002.959	336.181
3.7473	969.041	332.969
3.9555	953.827	333.643
4.1637	930.908	326.541
4.3719	852.5	366.875
4.5801	845.403	354.765
4.7882	985.906	320.332
4.9964	1042.776	317.429
5.2046	1136.959	330.628
5.4128	1153.52	351.939
5.621	1124.492	364.423
5.8292	1184.5	409
6.0374	1080.628	407.893
6.2455	968.163	368.194
6.4537	1105.689	352.811
6.6619	1261.755	344.367
6.8701	1278.518	331.158
7.0783	1133.168	353.383
7.2865	1006.25	371.375
7.4946	922.765	344.837
7.7028	793.931	364.689
7.911	610.679	385.816
8.1192	520.668	360.865
8.3274	574.592	349.286
8.5356	609.857	381.885
8.7438	501.25	434.75
8.9519	435.321	472.005
9.1601	372.929	366.082
9.3683	413.763	387.492
9.5765	391.888	359.566
9.7847	368.844	326.668
9.9929	383.918	368.02
10.201	305.25	314.25
10.4092	298.776	337.735
10.6174	272.911	349.217
10.8256	315.276	301.112
11.0338	345.431	340.689
11.242	370.413	318.128
11.4502	369.676	288.202
11.6583	239	222
