Distance_(microns)	DAPI	XIST
0	553	401
0.2082	741.54	409.64
0.4164	1047.56	580.68
0.6246	1054.92	530.98
0.8327	1190.64	460.4
1.0409	1029.8	347.3
1.2491	1275	300.68
1.4573	1205.54	337.08
1.6655	1387.6	350.8
1.8737	1162.32	336.4
2.0818	1213.6	417
2.29	1148.42	388.34
2.4982	1216.2	392.84
2.7064	1260.46	442.38
2.9146	1223.4	394.84
3.1228	1295.4	349.1
3.331	1379.44	348.4
3.5391	1187.22	347.96
3.7473	1265.68	396.44
3.9555	1418.48	448.74
4.1637	1308.6	419
4.3719	1354.78	366.04
4.5801	1351.68	373.12
4.7882	1420.74	414.12
4.9964	1250.76	374.84
5.2046	1485.5	351
5.4128	1372.84	357.48
5.621	1463.72	360.12
5.8292	1353.92	357.72
6.0374	1162.02	404.12
6.2455	1080.2	401.2
6.4537	987.62	390.78
6.6619	1002.4	410.36
6.8701	913.28	394.42
7.0783	858.88	431.88
7.2865	1120.4	506.3
7.4946	1279.88	705.44
7.7028	1560.96	1151.9
7.911	1916.52	1976.36
8.1192	1586.42	2926.76
8.3274	1607.6	2617
8.5356	1441.08	1845.52
8.7438	1506.72	1365.24
8.9519	1270.84	574.06
9.1601	1719.36	430.24
9.3683	1563.6	384
9.5765	1380.36	343.12
9.7847	1473.94	330.78
9.9929	1338.48	404.28
10.201	1424.18	435.54
10.4092	1667	348
