Distance_(microns)	DAPI	XIST
0	2483	319
0.2082	2490.904	306.106
0.4164	2691.577	367.654
0.6246	2441.442	492.885
0.8327	2929.846	555.769
1.0409	3024.615	737.394
1.2491	3323.808	1149.769
1.4573	3593.894	1429.067
1.6655	3671.692	1355.385
1.8737	3926.096	1328.904
2.0818	3940.269	1240.808
2.29	3995.481	1005.038
2.4982	3993.461	748.923
2.7064	3644.875	578.375
2.9146	3334.423	499.615
3.1228	3006.529	551.933
3.331	2983.539	603.692
3.5391	2846.279	490.269
3.7473	2892.577	483.885
3.9555	2668.375	429.5
4.1637	2765.692	411.769
4.3719	2895.664	424.904
4.5801	2977.539	376.615
4.7882	2918.164	378.558
4.9964	3017.154	388.231
5.2046	2992.856	386.337
5.4128	2873.5	354.5
5.621	2859.692	378.894
5.8292	2840.923	386.769
6.0374	2965.086	402.519
6.2455	3038.769	415.577
6.4537	3255.846	423.462
6.6619	3165.539	364.308
6.8701	3048.49	454.375
7.0783	3131.5	461.423
7.2865	3503.99	450.125
7.4946	3605.461	404
7.7028	3441.086	382.356
7.911	2798.654	381.731
8.1192	2522.125	398.25
8.3274	2164.692	388.385
8.5356	2117.702	404.981
8.7438	2280.615	386
8.9519	2448.539	379.894
9.1601	2709.461	380.846
9.3683	2423.904	392.865
9.5765	2598.731	379.692
9.7847	2700.558	373.74
9.9929	2308.692	381.462
10.201	2563.442	344
10.4092	2567.192	364.577
10.6174	2558.865	357.375
10.8256	2548	316
