Distance_(microns)	DAPI	XIST
0	441	439
0.2082	426.097	436.48
0.4164	383.12	386.647
0.6246	439.58	385.47
0.8327	472.093	391.8
1.0409	555.25	413.833
1.2491	575.36	476.88
1.4573	871.44	607.687
1.6655	1254.773	824.52
1.8737	1725	1338.64
2.0818	1885.5	1652.833
2.29	1787.39	1698.083
2.4982	1833.36	1472.68
2.7064	2026.727	1432.937
2.9146	1604.033	921.647
3.1228	1499.75	512.5
3.331	1436.6	468.227
3.5391	1357.427	481.317
3.7473	1384.54	458.98
3.9555	1337.653	439.473
4.1637	1426.333	410.667
4.3719	1608.83	408.55
4.5801	1747.427	404.473
4.7882	1775.787	447.38
4.9964	1731.64	424.2
5.2046	1532.917	438.5
5.4128	1387.66	466.253
5.621	1253.63	458.12
5.8292	1442.48	412.04
6.0374	1397.62	407.68
6.2455	1269	424.5
6.4537	1138.813	415.007
6.6619	1353.067	404.72
6.8701	1290.84	417.49
7.0783	1122.28	385.247
7.2865	1011.167	419.5
7.4946	1078.92	408.2
7.7028	1135.083	385.24
7.911	1032.327	377.013
8.1192	1127.99	402.91
8.3274	1191.667	371
8.5356	1328.677	411.747
8.7438	1392.66	408.04
8.9519	1446.187	405.73
9.1601	1483.2	428.92
9.3683	1632.5	447.5
9.5765	1773.807	392.773
9.7847	1827.197	367.387
9.9929	1777.56	375.36
10.201	1753.5	369.577
10.4092	1724.833	383.833
10.6174	1818.53	390.99
10.8256	1533.08	408.027
11.0338	1705.293	432.973
11.242	1422.84	458.56
11.4502	1410.083	403.333
11.6583	1369.56	375.813
11.8665	1514.81	395.07
12.0747	1681.367	381.6
12.2829	1555.517	375.647
12.4911	1413	367
