Distance_(microns)	DAPI	XIST
0	1107	417
0.2082	1046.016	417.176
0.4164	1095	429.109
0.6246	1551.751	478.027
0.8327	2204.157	512.98
1.0409	2555.294	609.537
1.2491	2586.699	838.291
1.4573	2779.747	1191.844
1.6655	2915.184	1931.087
1.8737	3370.558	2634.331
2.0818	3384.861	3020.025
2.29	3666.72	2607.205
2.4982	3424.746	2180.566
2.7064	3227.133	1382.558
2.9146	2978.198	1083.394
3.1228	2888.198	866.562
3.331	2534.261	704.172
3.5391	2381.218	546.212
3.7473	2377.656	450.477
3.9555	2520.36	420.435
4.1637	2339.657	434.603
4.3719	2022.914	498.073
4.5801	2252.924	430.26
4.7882	2380.451	439.47
4.9964	2968.555	424.214
5.2046	2949.358	435.292
5.4128	2765.031	434.289
5.621	2677.187	396.011
5.8292	2813.406	390.17
6.0374	3105.5	414.5
6.2455	3105.713	415.543
6.4537	2938.638	425.114
6.6619	2485.28	435.008
6.8701	2338.776	437.234
7.0783	2188.521	418.05
7.2865	2282.451	393.792
7.4946	2264.264	415.622
7.7028	2308.901	426.536
7.911	2452.124	414.674
8.1192	2376.074	433.671
8.3274	2342.44	435.465
8.5356	2313.633	438.143
8.7438	2538.988	360.812
8.9519	2619.512	380.21
9.1601	2741.814	445.31
9.3683	3236.8	417.219
9.5765	2781.608	403.634
9.7847	2597.72	416.366
9.9929	2692.603	397.263
10.201	2880.815	374.023
10.4092	2941.455	427.253
10.6174	2730.696	429.782
10.8256	2662.567	362.722
11.0338	2576.973	351.21
11.242	2490.954	399.663
11.4502	2102.161	426.672
11.6583	1392.121	466.873
11.8665	1065.827	467.18
12.0747	1055	517
