Distance_(microns)	DAPI	XIST
0	482	128
0.12429	491.75	157.5
0.24858	488.75	139.5
0.37287	585.25	129
0.49716	663	128
0.62145	741.5	144.375
0.74574	633.5	139.5
0.87002	619.5	145.125
0.99431	679	117
1.1186	665.375	129.875
1.24289	625	143.25
1.36718	574.875	148.5
1.49147	705.5	177
1.61576	813.5	150.25
1.74005	749.25	133
1.86434	675	148.875
1.98863	750	149
2.11292	708.875	152.25
2.23721	760.5	136.75
2.3615	791.75	118.375
2.48579	522.5	128
2.61007	591.5	136
2.73436	524.75	152.5
2.85865	516.125	126.625
2.98294	638	171
3.10723	570.625	129.625
3.23152	527.75	194.25
3.35581	537	157.5
3.4801	607	178.5
3.60439	631.375	131.375
3.72868	576	126.25
3.85297	589.375	133.125
3.97726	659	155
4.10155	584.5	147.5
4.22584	379.5	152.75
4.35012	552.25	122.5
4.47441	626	141.5
4.5987	637.875	127.875
4.72299	555.75	158
4.84728	576.25	196.5
4.97157	893	226
5.09586	593.75	248.875
5.22015	695.75	284
5.34444	713.25	316.875
5.46873	760	307.5
5.59302	619.625	334.625
5.71731	600.25	211
5.8416	461.5	179.25
5.96589	318	154
