Distance_(microns)	DAPI	XIST
0	591	448
0.2082	772.46	446.842
0.4164	841.709	487.736
0.6246	909.73	519.217
0.8327	979.401	525.185
1.0409	1014.005	497.873
1.2491	1027.2	480.821
1.4573	1388.804	486.847
1.6655	1949.292	476.938
1.8737	2132.119	423.498
2.0818	2371.212	472.043
2.29	2364.487	443.733
2.4982	2258.637	427.219
2.7064	2493.413	428.121
2.9146	2597.797	388.861
3.1228	2526.964	401.467
3.331	2482.071	433.877
3.5391	2395.579	440.696
3.7473	1853.964	477.339
3.9555	2032.585	485.673
4.1637	1942.377	672.683
4.3719	2123.146	1092.903
4.5801	2059.572	1714.252
4.7882	2141.217	1853.385
4.9964	2219.742	1954.756
5.2046	2304.02	1630.122
5.4128	2549.033	1083.164
5.621	2610.292	1102.835
5.8292	2655.63	1146.304
6.0374	2335.836	1406.556
6.2455	2388.309	1210.614
6.4537	2359	745.5
6.6619	2120.825	536.351
6.8701	1813.822	420.161
7.0783	1717.288	414.308
7.2865	2039.816	389.645
7.4946	2091.907	413.47
7.7028	2087.796	426.788
7.911	2097.255	422.967
8.1192	1800.244	424.674
8.3274	1810.836	439.954
8.5356	2028.591	460.523
8.7438	1958.881	436.043
8.9519	2004.451	446.626
9.1601	2110.588	470.642
9.3683	2326.21	476.106
9.5765	2828.651	438.608
9.7847	2670.561	430.818
9.9929	2540.546	430.382
10.201	2486.61	416.065
10.4092	2344.555	357.208
10.6174	1829.687	297.777
10.8256	1086.254	222.019
11.0338	730.932	195.477
11.242	547.822	213.129
11.4502	521.656	216.918
11.6583	574.346	173.555
11.8665	578.559	173.702
12.0747	610.861	159.246
12.2829	792.211	136.828
12.4911	1008.27	156.261
12.6993	1050.544	190.835
12.9074	1213	140
