Distance_(microns)	DAPI	XIST
0	1072	341
0.2082	953.485	329.698
0.4164	924.805	422.615
0.6246	816.314	480.325
0.8327	981.071	395.16
1.0409	1013.55	372.923
1.2491	827.456	390.781
1.4573	876.083	424.035
1.6655	1221.349	479.805
1.8737	1883.769	504.811
2.0818	2886.13	535.308
2.29	3577.917	706.586
2.4982	3554.994	1175.112
2.7064	3741	1214
2.9146	3795.331	1049.74
3.1228	3834.408	911.888
3.331	4009.089	1132.905
3.5391	3802.68	1226.805
3.7473	3754.225	1140.87
3.9555	3511.142	1216.834
4.1637	3420	1058.675
4.3719	3099.195	684.728
4.5801	3262.663	450.828
4.7882	3289.521	420.041
4.9964	3106.367	408.911
5.2046	2794.633	417.876
5.4128	2611	422
5.621	2784.337	440.882
5.8292	2904.266	448.71
6.0374	3285.574	424.817
6.2455	2920.645	411.325
6.4537	2558.213	411.746
6.6619	2478.627	413.071
6.8701	2618.154	390.834
7.0783	2529.751	377
7.2865	2496.166	366.166
7.4946	2469.254	406.018
7.7028	2137.065	422.314
7.911	2030.154	428.586
8.1192	2776	422
8.3274	2413.302	423.396
8.5356	2436.769	415.663
8.7438	2945.686	397.189
8.9519	3010.734	422.136
9.1601	2584.539	461.065
9.3683	2253.994	440.124
9.5765	2386.29	434.077
9.7847	2621.485	508.538
9.9929	2392.621	566.29
10.201	1581.521	534.379
10.4092	1550.84	588.953
10.6174	1393.183	586.16
10.8256	1352	618
