Distance_(microns)	DAPI	XIST
0	1150	438
0.20818	1229.108	407.665
0.41637	1250.911	425.99
0.62455	1114.73	434.582
0.83274	1636.021	444.229
1.04092	1456.798	460.938
1.24911	1406.859	434.031
1.45729	1350.288	487.038
1.66548	1454.167	440.667
1.87366	1537.938	493.035
2.08185	1981.984	549.599
2.29003	2883.464	597.66
2.49821	3234.188	800.875
2.7064	3683.919	1199.753
2.91458	3869.37	1230.109
3.12277	4082.668	1357.387
3.33095	4095	1699.667
3.53914	4095	1776.301
3.74732	4090.5	1928.562
3.95551	4003.07	1845.672
4.16369	3888.375	1535.146
4.37188	3771.465	1178.457
4.58006	3434.224	905.672
4.78824	3122.118	635.355
4.99643	2942.5	477.75
5.20461	2625.755	430.986
5.4128	2624.812	397.068
5.62098	2903.145	431.391
5.82917	3260.646	433.146
6.03735	3536.053	419.538
6.24554	3542.188	406.609
6.45372	3609.193	400.883
6.66191	3631.333	378.667
6.87009	3786.539	396.152
7.07827	3906.359	378.323
7.28646	3861.232	383.798
7.49464	3721.875	442.5
7.70283	3538.444	476.991
7.91101	3513.245	434.469
8.1192	3412.285	445.965
8.32738	3352.25	452.583
8.53557	3221.913	454.625
8.74375	2945.016	455.672
8.95194	3066.27	467.107
9.16012	3130.271	480.708
9.3683	3227.496	396.148
9.57649	3099.318	386.406
9.78467	3149.615	370.539
9.99286	3417	375
