Distance_(microns)	DAPI	XIST
0	440	245
0.2082	387.868	263.146
0.4164	408.913	238.605
0.6246	478.779	244.809
0.8327	537.952	248.457
1.0409	788.586	245.747
1.2491	1172.689	266.26
1.4573	1420.566	234.635
1.6655	1489.491	251.159
1.8737	1333.125	254.361
2.0818	1457.17	293.918
2.29	1347.996	294.345
2.4982	1228.197	285.689
2.7064	1188.232	284.567
2.9146	1149.668	292.273
3.1228	1175.909	299.81
3.331	1288.166	291.512
3.5391	1393.938	317.812
3.7473	1436.593	341.413
3.9555	1188.112	305.769
4.1637	1153.702	315.439
4.3719	1074.746	270.105
4.5801	1172.604	266.924
4.7882	1282.436	290.471
4.9964	1202.36	296.945
5.2046	1176.412	271.954
5.4128	1190.95	250.203
5.621	1231.867	286.144
5.8292	1246.336	274.228
6.0374	1287.436	281.051
6.2455	1226.476	289.028
6.4537	1325.386	270.474
6.6619	1371.54	281.924
6.8701	1277.689	263.747
7.0783	1167.5	280.5
7.2865	1134.623	325.434
7.4946	1081.422	271.913
7.7028	977.08	262.548
7.911	883.708	279.422
8.1192	929.435	289.285
8.3274	880	282.709
8.5356	1123.388	271.287
8.7438	1108.341	302.255
8.9519	1173.904	295.795
9.1601	1099.682	288.066
9.3683	1214.425	332.131
9.5765	1369.944	324.319
9.7847	1464.802	304.844
9.9929	1292.702	404.723
10.201	1531.421	372.495
10.4092	1621.939	792.739
10.6174	1878.75	1360.5
10.8256	1672.997	1182.747
11.0338	1638.542	729.776
11.242	1621.877	756.02
11.4502	1702.275	927.839
11.6583	1707.214	1002.55
11.8665	1862.862	974.99
12.0747	1782.198	948.814
12.2829	1940.896	1006.604
12.4911	1680.045	1381.913
12.6993	1886.857	1008.303
12.9074	1733.656	609.254
13.1156	1512.725	552.42
13.3238	1528.862	684.484
13.532	1588.463	545.586
13.7402	1544.457	329.398
13.9484	1298.691	280.492
14.1565	951	314
