Distance_(microns)	DAPI	XIST
0	671	125
0.12429	559.754	134.414
0.24858	653.531	146.406
0.37287	689.062	163.383
0.49716	694.188	142.938
0.62145	644.941	160.887
0.74574	734.5	151.734
0.87002	751.117	177.039
0.99431	598.5	194.25
1.1186	797.332	182.547
1.24289	696.859	281.75
1.36718	835.25	367.723
1.49147	857.875	570.562
1.61576	869.344	645.609
1.74005	881.062	683.625
1.86434	904.168	703.359
1.98863	1061	630.5
2.11292	1006.109	673.434
2.23721	755.203	538.797
2.3615	783.645	320.234
2.48579	678.688	232.25
2.61007	734.504	231.426
2.73436	674.766	159.594
2.85865	687.547	173.922
2.98294	732.125	161.375
3.10723	581.582	149.125
3.23152	621.922	148.938
3.35581	660.832	138.961
3.4801	666	166
3.60439	724.336	177.504
3.72868	743.906	154.594
3.85297	777.141	151.41
3.97726	812.5	156.5
4.10155	743.984	141.039
4.22584	762.719	152.375
4.35012	800.695	155.117
4.47441	1047.938	169.125
4.5987	868.312	164.23
4.72299	736.406	150.391
4.84728	698.352	151.77
4.97157	770.375	166
5.09586	641.016	144.098
5.22015	718.516	161.875
5.34444	669.504	171.527
5.46873	648.625	159.75
5.59302	617.891	169.641
5.71731	627.531	150.531
5.8416	637.465	140.051
5.96589	748.75	132
6.09017	640.859	139.078
6.21446	590.938	165
6.33875	537.164	146.426
6.46304	367.062	152.5
6.58733	347.84	147.934
6.71162	322.016	144.938
6.83591	290.832	165.582
6.9602	284.75	149.5
7.08449	221.699	167.469
7.20878	259.641	161.094
7.33307	234.379	139.926
7.45736	260	129.938
7.58165	316.766	185.055
7.70594	272.047	149.188
7.83022	219.438	150.113
7.95451	248	145
