Distance_(microns)	DAPI	XIST
0	616	271
0.2082	612.553	299.216
0.4164	753.494	345.456
0.6246	869.064	400.286
0.8327	935.825	421.775
1.0409	865.133	384.219
1.2491	873.525	359.062
1.4573	910.25	380.922
1.6655	956.8	383.1
1.8737	1031.241	370.319
2.0818	1346.781	389.062
2.29	1624.8	364.63
2.4982	1884.7	393.7
2.7064	1813.253	457.561
2.9146	1806.269	457.606
3.1228	1864.125	428.102
3.331	1997.4	435
3.5391	1868.519	568.08
3.7473	1910.1	678.025
3.9555	2286.2	849.064
4.1637	2256	874.125
4.3719	2273.809	954.567
4.5801	2395.125	841.044
4.7882	2304.353	810.869
4.9964	2250.6	725.1
5.2046	2026.766	696.141
5.4128	2291.637	674.487
5.621	2230.427	725.936
5.8292	2236.85	899.75
6.0374	2274.309	1198.533
6.2455	2271.656	1373.031
6.4537	2201.945	1140.559
6.6619	2101.6	745.2
6.8701	2338.155	470.911
7.0783	2309.131	432.844
7.2865	2431.062	420.75
7.4946	2440.7	385.325
7.7028	2581.683	410.038
7.911	2560.894	429.612
8.1192	2282.309	388.925
8.3274	2324.5	410
8.5356	2628.999	374.717
8.7438	2332.075	402.612
8.9519	2314.664	424.692
9.1601	2487.575	428.525
9.3683	2253.414	410.594
9.5765	2480.925	390.856
9.7847	2541.353	399.184
9.9929	2491.8	440.6
10.201	2658.186	420.75
10.4092	2364.938	409.156
10.6174	1829.045	424.575
10.8256	1834.375	353.5
11.0338	1738.233	351.402
11.242	1484.938	375.269
11.4502	1328.422	379.617
11.6583	1344.8	368.7
11.8665	1385.562	381.333
12.0747	1439.269	378.15
12.2829	1456.377	419.806
12.4911	1482.5	385.875
12.6993	1711.588	363.83
12.9074	1779.594	373.237
13.1156	1663.23	390.161
13.3238	1862.4	415.4
13.532	1844.656	391.609
13.7402	2057.169	408.375
13.9484	2194.93	425.048
14.1565	2459.65	423.55
14.3647	2365.777	428.484
14.5729	2175.219	407.094
14.7811	1962.961	416.248
14.9893	1941.9	444.9
15.1975	2290.181	378.717
15.4057	1951.713	360.875
15.6138	1944.43	394.992
15.822	1932.4	401.5
16.0302	2078.188	393.959
16.2384	1978.113	368.35
16.4466	1896.964	334.541
16.6548	1882	348
