Distance_(microns)	DAPI	XIST
0	768	401
0.2082	910.293	408.88
0.4164	1342.391	389.529
0.6246	1774.095	349.381
0.8327	1974.432	321.568
1.0409	2196.458	349.561
1.2491	2359.667	330.905
1.4573	2470.938	373.037
1.6655	2412.719	413.97
1.8737	2482.286	432.714
2.0818	2491.975	436.944
2.29	2409.185	446.074
2.4982	2830.238	454.714
2.7064	3021.189	529.619
2.9146	2937.852	518.247
3.1228	2807.302	492.619
3.331	2795.924	570.414
3.5391	2873.765	800.485
3.7473	3315.143	934.286
3.9555	3405.76	768.575
4.1637	3518.601	756.633
4.3719	3389.333	704.556
4.5801	3606.333	774.818
4.7882	3169.397	898.485
4.9964	3356.079	1190.778
5.2046	3576.051	1536.145
5.4128	3561.739	1750.996
5.621	3501.143	1559.143
5.8292	3656.593	1147.519
6.0374	3179.092	831.042
6.2455	3058.063	641.952
6.4537	2849.226	501.39
6.6619	2711.817	431.166
6.8701	2584.206	421.016
7.0783	2600.838	421.513
7.2865	2548.63	406.321
7.4946	2633.857	410.286
7.7028	2430.243	391.788
7.911	2043.979	395.365
8.1192	2047.333	415.667
8.3274	2274.869	405.422
8.5356	2013.536	406.231
8.7438	1953	374.556
8.9519	1949.002	388.677
9.1601	2210.912	397.556
9.3683	2213.428	404.429
9.5765	2280.404	385.335
9.7847	2339.376	351.088
9.9929	2422.063	351.683
10.201	2373.901	369.901
10.4092	2164.099	373.041
10.6174	2062.063	378.159
10.8256	2362.409	366.303
11.0338	2457.026	368.529
11.242	2765	375.571
11.4502	2965.438	355.418
11.6583	3084.605	366.963
11.8665	3053.206	358.778
12.0747	2724.905	387.765
12.2829	2823.194	392.637
12.4911	2922.905	364.46
12.6993	2953.542	337.182
12.9074	3097.914	336.323
13.1156	3036	268
