Distance_(microns)	DAPI	XIST
0	834	216
0.20818	810.826	260.207
0.41637	865.615	218.032
0.62455	1130.598	211.249
0.83274	1053.548	277.412
1.04092	1014.694	247.107
1.24911	1036.296	344.645
1.45729	1065.268	663.059
1.66548	1178.254	940.604
1.87366	1271.053	889.964
2.08185	1289.645	1024.116
2.29003	1286.704	988.957
2.49821	1438.485	892.059
2.7064	1274	1036.667
2.91458	1209.533	998.984
3.12277	1143.45	1158.988
3.33095	1047.574	1277.677
3.53914	902.055	1076.57
3.74732	861.467	610.101
3.95551	840.572	364.533
4.16369	821.406	316.895
4.37188	887.367	305.172
4.58006	930.621	316.063
4.78824	1082.791	324.783
4.99643	1186.728	312.373
5.20461	1192.787	282.631
5.4128	1144	304.667
5.62098	1067.101	323.763
5.82917	1101.114	297.489
6.03735	1168.972	302.201
6.24554	1228.071	288.444
6.45372	1190.909	248.525
6.66191	1287.675	284.83
6.87009	1334.201	284.189
7.07827	1373.959	285.329
7.28646	1391.588	310.412
7.49464	1247.426	301.811
7.70283	1123.917	323.201
7.91101	1092.465	290.507
8.1192	1165	287
