Distance_(microns)	DAPI	XIST
0	1025	292
0.2082	1094.012	338.593
0.4164	1325.765	365.753
0.6246	1948.778	332.222
0.8327	2471.296	351.654
1.0409	2823.568	349.074
1.2491	2797.444	361.222
1.4573	2804.247	374.827
1.6655	2917.531	398.247
1.8737	2912	394
2.0818	3173.259	374.21
2.29	3134.037	348.407
2.4982	3366.778	355.444
2.7064	3586.716	432.605
2.9146	3575.531	399.679
3.1228	3248.667	440.222
3.331	3030.84	384.049
3.5391	3036.519	398.37
3.7473	2698	409
3.9555	2670.519	370.062
4.1637	2949.63	342.012
4.3719	3121.333	357.333
4.5801	2577.358	398.148
4.7882	2193.284	411.16
4.9964	2249.778	368.222
5.2046	2405.753	369.654
5.4128	2564.963	373.198
5.621	2364	371
5.8292	2596.37	383
6.0374	2668.506	370.815
6.2455	2541.444	367.556
6.4537	2181.124	376.765
6.6619	2062.691	396.531
6.8701	2228	391.444
7.0783	2407.321	380.321
7.2865	2559.37	393.877
7.4946	2993	415.333
7.7028	3166.469	429.753
7.911	3353.21	438.617
8.1192	3426.444	447.333
8.3274	3241.42	496.84
8.5356	3278	617.704
8.7438	3457.778	723.778
8.9519	3927.185	914.494
9.1601	4090.926	1155.321
9.3683	4095	1505
9.5765	3778.309	1444.728
9.7847	3381.716	1071.358
9.9929	2977	695.778
10.201	2856.753	631.358
10.4092	3100.346	630.864
10.6174	3509.778	613.556
10.8256	3580.049	527.852
11.0338	3487.247	449.469
11.242	2789	409
