Distance_(microns)	DAPI	XIST
0	1666	286
0.2082	1420.519	311.58
0.4164	1552.136	326
0.6246	1484.333	306.222
0.8327	1357.938	321.16
1.0409	1377.494	310.642
1.2491	1220.778	304.222
1.4573	916.827	342.864
1.6655	880.691	334.148
1.8737	1012	374
2.0818	1090.469	350.988
2.29	1188.605	301.049
2.4982	1272.444	302
2.7064	1286.222	311.642
2.9146	1436.667	304.951
3.1228	1488.333	275
3.331	1486.704	295.975
3.5391	1396.494	321.333
3.7473	1304	292
3.9555	1398.568	313.235
4.1637	1686.407	292.222
4.3719	1631.222	315.444
4.5801	1487.877	300.778
4.7882	1287.951	336.753
4.9964	1206.778	329.111
5.2046	1286.605	307.543
5.4128	1443.543	282.037
5.621	1507	281
5.8292	1547.839	333.988
6.0374	1422.222	330.79
6.2455	1487.333	340.889
6.4537	1327.827	320.259
6.6619	1402.593	297
6.8701	1470.889	301.444
7.0783	1304.839	347.938
7.2865	1356.358	390.84
7.4946	1225	394
7.7028	1473.049	436.025
7.911	1409.556	746.852
8.1192	1441.444	786.111
8.3274	1578.161	625.617
8.5356	1597.617	660.901
8.7438	1675.556	1008.333
8.9519	1737.111	1518.827
9.1601	1705.963	2145.407
9.3683	1815	1526
9.5765	2342.556	1237.062
9.7847	2177.704	1211.025
9.9929	2515.222	1112
10.201	2720.309	1078.938
10.4092	2775.963	669.185
10.6174	2762.556	411.222
10.8256	2951.062	313.469
11.0338	2822.037	372.16
11.242	2857	293
