Distance_(microns)	DAPI	XIST
0	603	149
0.2082	325.239	165.075
0.4164	368.331	168.943
0.6246	519.098	191.715
0.8327	877.284	340.831
1.0409	1789.093	681.073
1.2491	2090.47	1531.562
1.4573	2553.812	2118.168
1.6655	2776.012	2010.79
1.8737	3036.85	1733.632
2.0818	2997.613	1611.779
2.29	2927.759	1405.984
2.4982	2885.174	1015.771
2.7064	2594.411	606.975
2.9146	2261.754	414.657
3.1228	2313.561	324.062
3.331	2166.785	300.251
3.5391	2222.32	339.88
3.7473	2225.606	333.595
3.9555	2373.938	409.409
4.1637	2649.315	374.72
4.3719	2530.782	351.892
4.5801	2705.042	345.634
4.7882	2688.737	332.051
4.9964	2887.175	322.39
5.2046	2997.637	336.384
5.4128	3111.887	373.234
5.621	3049.226	345.927
5.8292	3094.671	334.134
6.0374	2992.212	353.34
6.2455	2940.609	325.336
6.4537	2829.06	301.869
6.6619	2554.743	316.536
6.8701	1930.71	280.61
7.0783	2126.52	242.56
7.2865	1955.606	276.931
7.4946	1823.362	274.828
7.7028	1802.744	178.551
7.911	1855.669	152.905
8.1192	2023.967	212.165
8.3274	2004.125	134.422
8.5356	2168.535	48.984
8.7438	2113.375	161.417
8.9519	2130.221	199.946
9.1601	1977.474	56.567
9.3683	1934.422	154.588
9.5765	1995.412	217.85
9.7847	2012.044	14.529
9.9929	2158.582	244.032
10.201	2227.642	140.05
10.4092	2383.775	142.249
10.6174	2464.52	196.4
10.8256	2667.309	112.085
11.0338	2607.09	54.247
11.242	2931.653	184.204
11.4502	2913.343	165.429
11.6583	2809.426	94.037
11.8665	2757.701	178.348
12.0747	2741.896	239.215
12.2829	2424.456	200.145
12.4911	2422.145	236.007
12.6993	2562.486	350.78
12.9074	2300.052	22.25
13.1156	2357.261	0
13.3238	2710.323	0
13.532	2836.657	0
13.7402	2923.368	0
13.9484	3043.867	0
14.1565	2824.8	0
14.3647	2742.155	0
14.5729	2759.218	0
14.7811	2523.292	41.229
14.9893	2418.601	82.14
15.1975	2569.789	394.779
15.4057	1763.445	412.9
15.6138	1192.45	425.176
15.822	863.065	410.527
16.0302	792.1	363.148
16.2384	796.725	296.44
16.4466	710.056	251.095
16.6548	707.339	235.55
16.8629	607.026	193.094
17.0711	516.026	194.348
17.2793	512.867	198.248
17.4875	471.458	191.167
17.6957	475	168
