Distance(µm)	H2AK119ub	Ser5 POLII
0	129.917	62.472
0.21261	275.168	99.378
0.42523	370.408	158.461
0.63784	364.633	245.409
0.85045	346.223	251.74
1.06307	324.608	203.268
1.27568	306.148	172.918
1.48829	309.705	171.243
1.70091	309.859	169.62
1.91352	282.217	207.845
2.12614	245.072	261.642
2.33875	216.767	276.768
2.55136	221.965	237.016
2.76398	231.365	219.953
2.97659	239.535	217.432
3.1892	252.383	260.267
3.40182	248.099	329.741
3.61443	226.978	380.786
3.82704	215.942	391.78
4.03966	245.111	396.444
4.25227	252.944	435.896
4.46488	251.02	423.604
4.6775	262.952	436.393
4.89011	275.981	477.672
5.10273	275.125	480
5.31534	282.866	490.89
5.52795	305.254	497.311
5.74057	304.195	491.941
5.95318	279.627	494.824
6.16579	236.457	569.941
6.37841	203.289	593.181
6.59102	206.818	493.287
6.80363	239.747	422.29
7.01625	270.051	401.721
7.22886	292.022	385.198
7.44147	273.996	406.301
7.65409	223.314	433.583
7.8667	199.021	412.035
8.07931	230.441	370.155
8.29193	256.713	395.587
8.50454	243.876	443.349
8.71715	215.968	458.786
8.92977	209.246	422.363
9.14238	215.366	376.562
9.355	206.026	371.802
9.56761	213.847	361.258
9.78022	217.337	312.304
9.99284	172.6	238.177
10.20545	111.667	174.222
