Distance(µm)	H2AK119ub	Ser5 POLII
0	51.75	87
0.146	72.453	128.392
0.2921	95.001	156.102
0.4381	118.924	163.961
0.5841	139.598	178.397
0.7301	150.071	219.995
0.8762	148.735	254.452
1.0222	147.8	261.6
1.1682	165.228	253.113
1.3142	197.627	224.281
1.4603	226.485	182.76
1.6063	223.214	151.532
1.7523	205.706	137.021
1.8983	196.13	138.932
2.0444	201.35	147.05
2.1904	208.227	148.666
2.3364	207.613	145.452
2.4824	195.104	137.258
2.6285	181.245	137.611
2.7745	186.057	150.031
2.9205	205.321	159.796
3.0665	228.325	206.25
3.2126	241.523	291.239
3.3586	231.432	382.031
3.5046	195.347	402.077
3.6506	151.469	403.181
3.7967	139.612	428.763
3.9427	136.727	486.68
4.0887	147.65	486.65
4.2347	159.927	435.309
4.3808	158.403	394.51
4.5268	154.746	347.261
4.6728	168.512	346.258
4.8189	184.758	387.063
4.9649	184.835	428.091
5.1109	176.375	436.5
5.2569	167.199	421.923
5.403	163.106	411.814
5.549	169.15	421.648
5.695	179.621	417.001
5.841	187.352	409.612
5.9871	183.989	391.986
6.1331	160.55	380.7
6.2791	121.118	361.135
6.4251	97.05	323.908
6.5712	98.857	300.043
6.7172	110.212	309.262
6.8632	129.196	305.353
7.0092	152.356	324.363
7.1553	160.175	312.975
7.3013	159.648	277.168
7.4473	142.334	263.747
7.5933	122.364	302.397
7.7394	130.944	321.441
7.8854	146.495	312.558
8.0314	158.717	327.258
8.1774	167.5	358.25
8.3235	167.168	376.878
8.4695	162.355	381.766
8.6155	154.079	405.798
8.7615	141.255	405.694
8.9076	127.32	346.795
9.0536	118.666	299.929
9.1996	127.325	273.65
9.3456	130.348	247.314
9.4917	126.283	232.755
9.6377	119.059	253.541
9.7837	109.2	252.507
9.9298	101.997	247.659
10.0758	86.41	208.15
10.2218	61.5	156.5
