Distance(µm)	H2AK119ub	Ser5 POLII
0	97	98
0.21261	212.274	176.689
0.42523	289.35	284.198
0.63784	370.449	368.743
0.85045	489.09	339.891
1.06307	529.551	342.155
1.27568	445.203	406.805
1.48829	339.38	468.688
1.70091	344.806	464.174
1.91352	377.86	460.384
2.12614	338.534	452.649
2.33875	312.655	445.995
2.55136	297.828	411.469
2.76398	274.817	426.747
2.97659	285.061	448.342
3.1892	290.286	441.756
3.40182	306.972	500.944
3.61443	301.168	501.357
3.82704	272.43	449.305
4.03966	245.034	339.323
4.25227	278.988	356.286
4.46488	318.348	419.654
4.6775	337.894	534.448
4.89011	299.695	635.982
5.10273	233.562	533.25
5.31534	190.378	352.802
5.52795	203.069	320.272
5.74057	205.534	304.982
5.95318	159.745	340.302
6.16579	150.004	354.988
6.37841	179.504	366.254
6.59102	230.524	318.239
6.80363	230.667	289.222
7.01625	192.152	291.034
7.22886	162.07	289.112
7.44147	139.937	208.833
7.65409	92.828	149.188
