Distance(µm)	H2AK119ub	Ser5 POLII
0	129.75	240
0.2126	264.99	377.667
0.4252	396.975	388.702
0.6378	488.566	307.618
0.8505	508.713	255.385
1.0631	500.779	286.922
1.2757	498.938	364.309
1.4883	505.691	431.091
1.7009	502.211	441.509
1.9135	435.147	366.5
2.1261	332.239	281.517
2.3387	263.877	268.201
2.5514	269.224	299.143
2.764	335.093	406.657
2.9766	379.446	604.462
3.1892	370.853	769.765
3.4018	345.931	795.022
3.6144	336.167	707.667
3.827	342.871	725.93
4.0397	318.029	814.358
4.2523	271.83	789.433
4.4649	251.338	741.691
4.6775	298.151	764.602
4.8901	354.358	786.461
5.1027	362.004	808.673
5.3153	347.706	804.147
5.528	334.922	752.429
5.7406	361.618	727.353
5.9532	389.075	680.884
6.1658	414.074	669.887
6.3784	445.967	687.463
6.591	436.627	662.353
6.8036	395.722	716.199
7.0162	363.147	797
7.2289	366.25	837.354
7.4415	391.115	900.228
7.6541	370.596	847.934
7.8667	298.152	691.015
8.0793	262.588	608.354
8.2919	275.537	597.897
8.5045	334.303	674.099
8.7172	401.647	750.373
8.9298	410.224	730.415
9.1424	395.365	713.858
9.355	393.602	735.806
9.5676	389.456	735.941
9.7802	385.56	701.466
9.9928	402.51	687.681
10.2055	421.533	675.801
10.4181	400.098	617.245
10.6307	329.44	429.174
10.8433	195.375	191.75
