Distance(µm)	H2AK119ub	Ser5 POLII
0	104.5	105
0.21261	271.163	134.77
0.42523	377.442	193.29
0.63784	392.302	283.039
0.85045	402.452	341.051
1.06307	410.005	267.622
1.27568	407.823	301.396
1.48829	377.82	392.837
1.70091	326.281	449.549
1.91352	284.416	469.354
2.12614	248.893	487.029
2.33875	230.665	517.75
2.55136	220.125	638.333
2.76398	223.033	666.905
2.97659	268.597	566.441
3.1892	308.948	490.776
3.40182	293.247	476.111
3.61443	265.4	548.165
3.82704	256.778	604.91
4.03966	243.273	653.122
4.25227	234.369	653.46
4.46488	252.255	640.521
4.6775	266.934	540.347
4.89011	290.933	514.886
5.10273	299.917	572
5.31534	265.06	701.245
5.52795	250.502	698.292
5.74057	248.831	711.826
5.95318	255.52	683.464
6.16579	258.091	705.36
6.37841	266.375	844.125
6.59102	320.741	893.205
6.80363	333.617	796
7.01625	308.247	821.398
7.22886	265.033	818.091
7.44147	258.841	785.419
7.65409	301.722	697.708
7.8667	334.238	644.527
8.07931	331.963	562.081
8.29193	333.432	544.615
8.50454	306.559	581.809
8.71715	250.444	613.448
8.92977	239.094	649.281
9.14238	272.167	690.726
9.355	284.006	669.707
9.56761	263.943	616.865
9.78022	271.323	530.088
9.99284	247.232	444.946
10.20545	159.333	281.333
