Distance(µm)	H2AK119ub	Ser5 POLII
0	121	80.333
0.2126	240.95	175.398
0.4252	328.619	262.876
0.6378	384.091	317.266
0.8505	391.169	324.417
1.0631	387.649	302.039
1.2757	391.075	311.734
1.4883	395.09	364.295
1.7009	405.305	416.917
1.9135	394.749	428.763
2.1261	368.097	481.844
2.3387	325.75	623.766
2.5514	286.792	735.158
2.764	249.371	661.869
2.9766	228.392	696.226
3.1892	208.894	721.457
3.4018	203.046	863.662
3.6144	252.311	844.051
3.827	266.568	748.77
4.0397	247.956	736.219
4.2523	239.182	651.465
4.4649	247.072	564.777
4.6775	260.53	475.571
4.8901	254.547	402.62
5.1027	221.151	385.234
5.3153	215.685	332.044
5.528	202.755	352.474
5.7406	191.944	407.722
5.9532	212.117	524.664
6.1658	271.458	608.919
6.3784	333.517	666.722
6.591	342.084	684.553
6.8036	298.553	721.17
7.0162	280.777	739.227
7.2289	269.495	753.664
7.4415	262.919	748.815
7.6541	267.753	723.942
7.8667	254.028	718.223
8.0793	204.058	735.21
8.2919	220.017	747.448
8.5045	228.176	730.48
8.7172	268.331	739.192
8.9298	307.134	709.601
9.1424	326.687	586.799
9.355	298.244	628.873
9.5676	275.922	712.603
9.7802	288.114	773.851
9.9928	313.96	780.959
10.2055	309.162	806.011
10.4181	274.006	839.362
10.6307	255.055	854.913
10.8433	255.29	819.259
11.0559	258.065	837.87
11.2685	287.425	844.305
11.4811	320.148	789.518
11.6937	309.67	758.987
11.9064	293.013	785.888
12.119	281.695	833.173
12.3316	282.412	854.496
12.5442	298.695	802.525
12.7568	282.475	762.507
12.9694	277.561	798.504
13.182	247.961	710.592
13.3947	195.307	567.784
13.6073	146.672	437.154
13.8199	123.548	239.14
14.0325	127.861	178.749
14.2451	145.33	182.853
14.4577	154.329	195.968
14.6703	132.522	241.446
14.8829	120.233	240.882
15.0956	140.775	246.327
15.3082	174.893	254.597
15.5208	210.929	215.082
15.7334	277.434	306.435
15.946	313.449	512.904
16.1586	294.576	728.33
16.3712	296.607	697.357
16.5839	288.069	588.839
16.7965	247.177	513.398
17.0091	191.671	397.425
17.2217	101.5	218.5
