Distance(µm)	H2AK119ub	Ser5 POLII
0	92.719	79.969
0.21261	220.188	102.355
0.42523	408.263	149.565
0.63784	549.299	230.998
0.85045	529.554	295.549
1.06307	441.63	338.932
1.27568	425.117	356.21
1.48829	427.448	381.045
1.70091	415.914	497.219
1.91352	399.311	752.414
2.12614	382.877	779.837
2.33875	355.857	862.506
2.55136	335.737	868.094
2.76398	352.45	730.929
2.97659	368.478	754.455
3.1892	322.677	730.276
3.40182	261.119	697.929
3.61443	287.766	847.12
3.82704	405.595	873.87
4.03966	432.275	896.71
4.25227	389.403	903.522
4.46488	390.556	833.741
4.6775	432.807	606.095
4.89011	385.613	338.156
5.10273	266.454	175.165
5.31534	203.409	111.022
5.52795	178.847	90.528
5.74057	177.283	104.458
5.95318	167.043	108.81
6.16579	142.6	109.671
6.37841	131.509	120.14
6.59102	148.446	148.05
6.80363	178.192	190.266
7.01625	210.531	236.743
7.22886	260.739	288.08
7.44147	314.502	365.939
7.65409	370.664	479.251
7.8667	457.372	566.236
8.07931	511.449	689.482
8.29193	482.887	727.084
8.50454	378.016	648.487
8.71715	312.587	577.606
8.92977	274.898	439.752
9.14238	228.76	341.027
9.355	189.792	299.127
9.56761	150.504	252.885
9.78022	109.5	170.75
