Distance(µm)	H2AK119ub	Ser5 POLII
0	105.25	58.083
0.21261	183.934	76.449
0.42523	208.467	119.859
0.63784	252.373	122.987
0.85045	305.345	115.522
1.06307	376.796	113.185
1.27568	447.85	133.71
1.48829	481.95	206.104
1.70091	510.958	290.172
1.91352	511.72	406.7
2.12614	437.972	565.713
2.33875	334.864	724.496
2.55136	292.997	802.5
2.76398	235.158	729.437
2.97659	194.876	681.631
3.1892	174	557
3.40182	171.363	401.061
3.61443	177.259	312.395
3.82704	246.64	315.047
4.03966	356.601	482.933
4.25227	351.444	807.148
4.46488	313.327	900.22
4.6775	337.94	703.909
4.89011	337.166	630.011
5.10273	277.87	572.35
5.31534	259.981	543.63
5.52795	273.567	647.206
5.74057	269.173	828.047
5.95318	248.846	896.707
6.16579	267.813	928.112
6.37841	307.167	803.333
6.59102	258.161	710.413
6.80363	244.969	708.152
7.01625	272.8	671.06
7.22886	307.9	598.119
7.44147	293.722	600.074
7.65409	256.617	620.68
7.8667	230.171	596.344
8.07931	193.08	591.41
8.29193	196.24	506.28
8.50454	221.509	492.935
8.71715	267.653	540.147
8.92977	247.94	495.36
9.14238	212.451	453.476
9.355	170.711	393.897
9.56761	129	365.833
