Distance(µm)	H2AK119ub	Ser5 POLII
0	51.75	108.875
0.2126	98.634	245.234
0.4252	137.855	414.551
0.6378	186.75	488.464
0.8505	229.376	500.467
1.0631	217.995	549.28
1.2757	184.785	633.861
1.4883	190.531	628.847
1.7009	188.288	662.353
1.9135	190.272	607.196
2.1261	198.895	626.284
2.3387	213.276	684.755
2.5514	249.42	657.718
2.764	262.903	687.687
2.9766	258.434	706.351
3.1892	246.437	766.274
3.4018	247.547	841.616
3.6144	245.369	883.658
3.827	227.42	868.633
4.0397	235.171	817.95
4.2523	264.254	719.855
4.4649	278.384	616.26
4.6775	276.107	555.464
4.8901	267.157	531.349
5.1027	297.069	456.418
5.3153	337.056	433.775
5.528	344.491	469.391
5.7406	349.872	505.227
5.9532	355.071	447.542
6.1658	373.532	410.723
6.3784	417.955	370.235
6.591	464.385	343.972
6.8036	453.507	388.458
7.0162	384.704	489.214
7.2289	319.255	602.829
7.4415	293.424	635.502
7.6541	297.037	628.037
7.8667	291.676	645.719
8.0793	269.013	649.01
8.2919	267.624	615.17
8.5045	278.896	707.02
8.7172	293.336	781.192
8.9298	322.95	801.25
9.1424	341.253	853.579
9.355	328.911	757.814
9.5676	286.453	610.644
9.7802	258.153	648.688
9.9928	253.423	676.51
10.2055	274.359	644.521
10.4181	290.241	521.243
10.6307	285.352	430.919
10.8433	275.723	460.332
11.0559	252.81	553.807
11.2685	233.106	598.506
11.4811	229.097	529.631
11.6937	244.77	491.286
11.9064	263.635	489.559
12.119	254.502	471.801
12.3316	289.339	547.827
12.5442	324.552	549.114
12.7568	267.138	690.582
12.9694	221.839	848.905
13.182	227.288	836.708
13.3947	245.57	798.285
13.6073	261.872	817.66
13.8199	256.49	826.197
14.0325	216.974	775.102
14.2451	176.043	749.191
14.4577	153.265	746.02
14.6703	156.84	692.527
14.8829	179.351	746.165
15.0956	223.279	828.026
15.3082	228.643	778.348
15.5208	182.977	681.349
15.7334	127.504	507.314
15.946	99.248	399.135
16.1586	67.79	292.539
16.3712	31.875	155.125
