Distance(µm)	H2AK119ub	Ser5 POLII
0	186.25	148.062
0.21261	278.256	208.038
0.42523	303.556	239.881
0.63784	322.143	240.07
0.85045	333.245	289.576
1.06307	301.329	366.512
1.27568	271.39	436.974
1.48829	261.871	422.269
1.70091	268.555	440.838
1.91352	249.927	514.04
2.12614	217.448	579.426
2.33875	189.049	605.491
2.55136	197.906	607.817
2.76398	207.769	674.84
2.97659	242.735	648.385
3.1892	262.492	594.836
3.40182	245.64	490.611
3.61443	215.505	501.245
3.82704	180.742	560.519
4.03966	169.68	642.875
4.25227	200.84	585.708
4.46488	241.629	450.13
4.6775	225.311	505.607
4.89011	196.916	568.913
5.10273	222.398	584.857
5.31534	247.041	528.224
5.52795	242.692	439.411
5.74057	208.994	423.654
5.95318	171.996	474.507
6.16579	144.729	487.614
6.37841	136.659	504.042
6.59102	144.481	400.169
6.80363	149.495	299.456
7.01625	149.632	293.246
7.22886	128.732	316.729
7.44147	108.111	307.253
7.65409	100.013	261.796
7.8667	116.095	321.556
8.07931	115.014	349.498
8.29193	99.116	326.458
8.50454	93.757	254.892
8.71715	118.424	287.478
8.92977	105.849	234.632
9.14238	59.778	163.667
